killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,killer_controlling_bot,is_trade_kill,match_checksum,tournament
frozen,76561198068422762,FaZe Clan,Snax,76561197982141573,2,G2 Esports,FAMAS,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,NiKo,76561198041683378,2,G2 Esports,MP9,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,huNter,76561198012872053,2,G2 Esports,AK-47,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,malbsMd,76561198080703143,2,G2 Esports,MP9,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,m0NESY,76561198074762801,2,G2 Esports,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports, karrigan,76561197989430253,3,FaZe Clan,AK-47,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,ropz,76561197991272318,3,FaZe Clan,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,broky,76561198201620490,3,FaZe Clan,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,rain,76561197997351207,3,FaZe Clan,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,Snax,76561197982141573,2,G2 Esports,M4A4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,malbsMd,76561198080703143,2,G2 Esports,M4A4,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,frozen,76561198068422762,3,FaZe Clan,AK-47,0,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
World,0,,m0NESY,76561198074762801,2,G2 Esports,C4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
World,0,,huNter,76561198012872053,2,G2 Esports,C4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
World,0,,NiKo,76561198041683378,2,G2 Esports,C4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,rain,76561197997351207,2,FaZe Clan,USP-S,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,NiKo,76561198041683378,3,G2 Esports,Glock-18,1,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,broky,76561198201620490,2,FaZe Clan,Dual Berettas,1,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,m0NESY,76561198074762801,3,G2 Esports,Glock-18,1,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports, karrigan,76561197989430253,2,FaZe Clan,USP-S,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,ropz,76561197991272318,2,FaZe Clan,USP-S,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,malbsMd,76561198080703143,3,G2 Esports,Glock-18,1,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,frozen,76561198068422762,2,FaZe Clan,USP-S,0,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports, karrigan,76561197989430253,2,FaZe Clan,MP9,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,NiKo,76561198041683378,3,G2 Esports,Galil AR,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,broky,76561198201620490,2,FaZe Clan,MP9,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,Snax,76561197982141573,3,G2 Esports,MAC-10,0,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,malbsMd,76561198080703143,3,G2 Esports,Desert Eagle,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,rain,76561197997351207,2,FaZe Clan,M4A4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,frozen,76561198068422762,2,FaZe Clan,M4A4,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,ropz,76561197991272318,2,FaZe Clan,M4A1,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,frozen,76561198068422762,2,FaZe Clan,MP9,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports, karrigan,76561197989430253,2,FaZe Clan,M4A4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,ropz,76561197991272318,2,FaZe Clan,M4A4,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,m0NESY,76561198074762801,3,G2 Esports,Desert Eagle,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,rain,76561197997351207,2,FaZe Clan,M4A4,0,0,1,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,broky,76561198201620490,2,FaZe Clan,MP9,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,huNter,76561198012872053,3,G2 Esports,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,rain,76561197997351207,2,FaZe Clan,M4A4,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports, karrigan,76561197989430253,2,FaZe Clan,MP9,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,m0NESY,76561198074762801,3,G2 Esports,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,ropz,76561197991272318,2,FaZe Clan,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,broky,76561198201620490,2,FaZe Clan,AK-47,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,Snax,76561197982141573,3,G2 Esports,AK-47,1,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,malbsMd,76561198080703143,3,G2 Esports,AK-47,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,frozen,76561198068422762,2,FaZe Clan,Incendiary Grenade,0,0,0,f4214f7df48008c1,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,rigoN,76561198172837021,2,BIG,USP-S,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,tabseN,76561197961491680,2,BIG,USP-S,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,JDC,76561198078771373,2,BIG,USP-S,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,Krimbo,76561198170631091,2,BIG,Dual Berettas,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,nqz,76561198350342505,3,paiN Gaming,Glock-18,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,syrsoN,76561197980122997,2,BIG,Dual Berettas,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,tabseN,76561197961491680,2,BIG,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,2,BIG,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,kauez,76561198385657675,3,paiN Gaming,Glock-18,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,syrsoN,76561197980122997,2,BIG,M4A4,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,Krimbo,76561198170631091,2,BIG,M4A4,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,syrsoN,76561197980122997,2,BIG,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,nqz,76561198350342505,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,snow,76561198377335846,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,syrsoN,76561197980122997,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,biguzera,76561198015308884,3,paiN Gaming,AK-47,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A4,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,snow,76561198377335846,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,Krimbo,76561198170631091,2,BIG,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,kauez,76561198385657675,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,nqz,76561198350342505,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,Krimbo,76561198170631091,2,BIG,USP-S,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,biguzera,76561198015308884,3,paiN Gaming,MAC-10,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,rigoN,76561198172837021,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,nqz,76561198350342505,3,paiN Gaming,MAC-10,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,snow,76561198377335846,3,paiN Gaming,MAC-10,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG, lux,76561198074017668,3,paiN Gaming,MAC-10,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,snow,76561198377335846,3,paiN Gaming,MAC-10,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,biguzera,76561198015308884,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,kauez,76561198385657675,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,tabseN,76561197961491680,2,BIG,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,nqz,76561198350342505,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,biguzera,76561198015308884,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,tabseN,76561197961491680,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,kauez,76561198385657675,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,snow,76561198377335846,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,JDC,76561198078771373,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,kauez,76561198385657675,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,biguzera,76561198015308884,3,paiN Gaming,AK-47,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,syrsoN,76561197980122997,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,nqz,76561198350342505,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,tabseN,76561197961491680,2,BIG,M4A1,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,snow,76561198377335846,3,paiN Gaming,AK-47,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,Krimbo,76561198170631091,2,BIG,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,2,BIG,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,kauez,76561198385657675,3,paiN Gaming,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,rigoN,76561198172837021,2,BIG,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,tabseN,76561197961491680,2,BIG,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,syrsoN,76561197980122997,2,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,nqz,76561198350342505,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,kauez,76561198385657675,3,paiN Gaming,AWP,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,syrsoN,76561197980122997,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,rigoN,76561198172837021,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,JDC,76561198078771373,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,snow,76561198377335846,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,tabseN,76561197961491680,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,JDC,76561198078771373,2,BIG,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,kauez,76561198385657675,3,paiN Gaming,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,tabseN,76561197961491680,2,BIG,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,biguzera,76561198015308884,3,paiN Gaming,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,syrsoN,76561197980122997,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG, lux,76561198074017668,3,paiN Gaming,AK-47,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,Krimbo,76561198170631091,2,BIG,M4A1,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,rigoN,76561198172837021,2,BIG,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,tabseN,76561197961491680,2,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,Krimbo,76561198170631091,2,BIG,AWP,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,snow,76561198377335846,3,paiN Gaming,Tec-9,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,JDC,76561198078771373,2,BIG,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,syrsoN,76561197980122997,2,BIG,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,Krimbo,76561198170631091,3,BIG,Glock-18,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,biguzera,76561198015308884,2,paiN Gaming,USP-S,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,rigoN,76561198172837021,3,BIG,P250,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,kauez,76561198385657675,2,paiN Gaming,USP-S,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG, lux,76561198074017668,2,paiN Gaming,Dual Berettas,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,syrsoN,76561197980122997,3,BIG,Glock-18,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,JDC,76561198078771373,3,BIG,Glock-18,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,tabseN,76561197961491680,3,BIG,Glock-18,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG, lux,76561198074017668,2,paiN Gaming,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,biguzera,76561198015308884,2,paiN Gaming,P250,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,snow,76561198377335846,2,paiN Gaming,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,kauez,76561198385657675,2,paiN Gaming,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,rigoN,76561198172837021,3,BIG,Galil AR,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,kauez,76561198385657675,2,paiN Gaming,Galil AR,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,biguzera,76561198015308884,2,paiN Gaming,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,snow,76561198377335846,2,paiN Gaming,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,rigoN,76561198172837021,3,BIG,Desert Eagle,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,syrsoN,76561197980122997,3,BIG,Galil AR,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,nqz,76561198350342505,2,paiN Gaming,M4A1,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,tabseN,76561197961491680,3,BIG,Desert Eagle,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG, lux,76561198074017668,2,paiN Gaming,Galil AR,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,snow,76561198377335846,2,paiN Gaming,MP9,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,nqz,76561198350342505,2,paiN Gaming,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,kauez,76561198385657675,2,paiN Gaming,MP9,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,syrsoN,76561197980122997,3,BIG,P250,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,biguzera,76561198015308884,2,paiN Gaming,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG, lux,76561198074017668,2,paiN Gaming,M4A1,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG, lux,76561198074017668,2,paiN Gaming,AWP,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,syrsoN,76561197980122997,3,BIG,AK-47,0,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,tabseN,76561197961491680,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,rigoN,76561198172837021,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,biguzera,76561198015308884,2,paiN Gaming,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,syrsoN,76561197980122997,3,BIG,AK-47,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,tabseN,76561197961491680,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,snow,76561198377335846,2,paiN Gaming,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,Krimbo,76561198170631091,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,kauez,76561198385657675,2,paiN Gaming,M4A1,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,tabseN,76561197961491680,3,BIG,AWP,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,syrsoN,76561197980122997,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,Krimbo,76561198170631091,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,rigoN,76561198172837021,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,JDC,76561198078771373,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,syrsoN,76561197980122997,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,Krimbo,76561198170631091,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,kauez,76561198385657675,2,paiN Gaming,M4A1,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,tabseN,76561197961491680,3,BIG,AK-47,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,rigoN,76561198172837021,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,rigoN,76561198172837021,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,syrsoN,76561197980122997,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG, lux,76561198074017668,2,paiN Gaming,P250,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,tabseN,76561197961491680,3,BIG,AK-47,1,0,1,dbbf762636f7a70d,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,JDC,76561198078771373,3,BIG,AK-47,1,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,Krimbo,76561198170631091,3,BIG,AK-47,0,0,0,dbbf762636f7a70d,Perfect World Shanghai Major 2024
