number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
1,4,65,5058,6298,10652,12622,11100,13140,paiN,Natus Vincere,1,0,3,2,4000,4000,4200,4650,3400,3550,pistol,pistol,159180,8,paiN,3,0,4ccce73468468deb
2,11100,13140,12380,15202,18042,21778,18490,22329,paiN,Natus Vincere,2,0,3,2,18350,10850,19950,2000,17850,1400,semi,eco,109500,8,paiN,3,0,4ccce73468468deb
3,18490,22329,19770,24228,25557,31258,26005,31807,paiN,Natus Vincere,2,1,3,2,19450,21450,24350,22200,6800,21200,full,full,113189,1,Natus Vincere,2,0,4ccce73468468deb
4,26005,31807,27285,33654,36027,44223,36475,44801,paiN,Natus Vincere,2,2,3,2,19950,18650,27450,23400,13700,9400,full,full,157392,1,Natus Vincere,2,0,4ccce73468468deb
5,36475,44801,37755,46664,46364,56707,46812,57250,paiN,Natus Vincere,3,2,3,2,15750,27650,27450,25400,13050,3900,full,full,150927,7,paiN,3,0,4ccce73468468deb
6,46812,57250,48092,59247,54941,67417,55389,67955,paiN,Natus Vincere,4,2,3,2,22600,34950,29800,27350,17250,26350,full,full,128883,8,paiN,3,0,4ccce73468468deb
7,55389,67955,56669,69751,59909,73649,60357,74193,paiN,Natus Vincere,5,2,3,2,23100,18100,29400,8400,7500,8000,full,semi,72180,8,paiN,3,0,4ccce73468468deb
8,62786,77443,64066,79185,72038,88633,72486,89165,paiN,Natus Vincere,6,2,3,2,33150,22700,29800,23000,13700,21800,full,full,141851,7,paiN,3,0,4ccce73468468deb
9,72486,89165,73766,91053,78165,96433,78613,97002,paiN,Natus Vincere,7,2,3,2,38050,21400,30050,24850,29050,17700,full,full,92133,8,paiN,3,0,4ccce73468468deb
10,78613,97002,79893,98917,85153,105273,85601,105849,paiN,Natus Vincere,8,2,3,2,26550,20700,30750,11700,5600,11500,full,semi,104848,8,paiN,3,0,4ccce73468468deb
11,88326,109372,89606,111290,96659,119690,97107,120228,paiN,Natus Vincere,8,3,3,2,38500,26200,31050,25400,5600,24400,full,full,130797,1,Natus Vincere,2,0,4ccce73468468deb
12,97107,120228,98387,122135,103411,128118,103955,128770,paiN,Natus Vincere,8,4,3,2,40600,20800,32350,25400,25400,17200,full,full,100018,9,Natus Vincere,2,0,4ccce73468468deb
13,103955,128770,117566,145188,121459,149661,121907,150183,paiN,Natus Vincere,9,4,2,3,4000,4000,4600,4200,3300,3400,pistol,pistol,264826,9,paiN,2,0,4ccce73468468deb
14,121907,150183,123187,152063,128127,157922,128575,158460,paiN,Natus Vincere,10,4,2,3,18750,11300,19300,11450,18300,10750,semi,force-buy,98104,9,paiN,2,0,4ccce73468468deb
15,128575,158460,129855,160293,136099,167585,136547,168108,paiN,Natus Vincere,11,4,2,3,18500,13750,20950,3900,15950,3600,full,eco,115674,9,paiN,2,0,4ccce73468468deb
16,136547,168108,137827,170024,144994,178535,145442,179063,paiN,Natus Vincere,12,4,2,3,20900,25550,24700,25850,16550,24850,full,full,132178,9,paiN,2,0,4ccce73468468deb
17,147868,182434,149148,184195,150924,186407,151372,186938,paiN,Natus Vincere,12,5,2,3,22400,18900,23600,19650,18600,18450,full,force-buy,50364,8,Natus Vincere,3,0,4ccce73468468deb
18,151372,186938,152652,188823,158930,196331,159378,196929,paiN,Natus Vincere,12,6,2,3,11400,18500,11550,26850,11150,13050,force-buy,full,119071,8,Natus Vincere,3,0,4ccce73468468deb
19,159378,196929,160658,198731,163345,201910,163793,202488,paiN,Natus Vincere,12,7,2,3,9750,23200,1200,27900,200,6600,eco,full,63142,8,Natus Vincere,3,0,4ccce73468468deb
20,163793,202488,165073,204341,173998,214707,173998,214707,paiN,Natus Vincere,13,7,2,3,18900,35500,22400,30850,21000,9550,full,full,154895,9,paiN,2,0,4ccce73468468deb
1,93,152,11304,13163,19085,21977,19533,22513,Natus Vincere,paiN,0,1,3,2,4000,4000,4200,4500,3400,3300,pistol,pistol,276761,9,paiN,2,0,341d802e05c4673
2,19533,22513,20813,24406,25584,30187,26032,30758,Natus Vincere,paiN,0,2,3,2,10400,18750,10050,19850,9850,18000,force-buy,semi,97313,1,paiN,2,0,341d802e05c4673
3,26032,30758,27312,32630,32369,38753,32817,39287,Natus Vincere,paiN,0,3,3,2,12550,18850,9100,22350,900,5400,semi,full,101383,1,paiN,2,0,341d802e05c4673
4,32817,39287,34097,41205,40570,48976,41018,49537,Natus Vincere,paiN,0,4,3,2,27050,32450,28550,26450,24950,22150,full,full,122865,1,paiN,2,0,341d802e05c4673
5,41018,49537,42298,51596,47430,57795,47878,58346,Natus Vincere,paiN,0,5,3,2,19700,29000,27300,27250,16150,13100,full,full,104719,9,paiN,2,0,341d802e05c4673
6,50687,61910,51967,63625,55645,68139,56093,68675,Natus Vincere,paiN,0,6,3,2,21250,33950,12550,26100,11750,14950,semi,full,78989,9,paiN,2,0,341d802e05c4673
7,56093,68675,57373,70628,60886,74979,61334,75515,Natus Vincere,paiN,1,6,3,2,28000,36650,27900,27650,26900,16700,full,full,79940,8,Natus Vincere,3,0,341d802e05c4673
8,61334,75515,62614,77520,69974,86233,70422,86784,Natus Vincere,paiN,2,6,3,2,18850,27550,29700,25850,14150,24850,full,full,135914,12,Natus Vincere,3,0,341d802e05c4673
9,70422,86784,71702,88527,74816,92424,75264,92984,Natus Vincere,paiN,3,6,3,2,21850,8400,29100,18300,4600,6650,full,force-buy,71520,8,Natus Vincere,3,0,341d802e05c4673
10,75264,92984,76544,94832,78697,97473,79145,98044,Natus Vincere,paiN,4,6,3,2,34800,14050,30450,1900,10600,1100,full,eco,56924,8,Natus Vincere,3,0,341d802e05c4673
11,81307,101049,82587,102772,87047,108137,87495,108669,Natus Vincere,paiN,4,7,3,2,41950,27450,31250,25300,3900,24600,full,full,89882,1,paiN,2,0,341d802e05c4673
12,87495,108669,88775,110525,96135,119146,96680,119794,Natus Vincere,paiN,5,7,3,2,45350,21850,32850,25900,30250,9850,full,full,132858,12,Natus Vincere,3,0,341d802e05c4673
13,96680,119794,109764,135448,114651,141099,115099,141623,Natus Vincere,paiN,5,8,2,3,4000,4000,4650,4400,3450,3400,pistol,pistol,270167,7,paiN,3,0,341d802e05c4673
14,115099,141623,116379,143427,121914,149989,122362,150558,Natus Vincere,paiN,5,9,2,3,14250,19900,3450,20950,3550,19650,eco,semi,106088,8,paiN,3,0,341d802e05c4673
15,122362,150558,123642,152470,131417,161702,131865,162282,Natus Vincere,paiN,6,9,2,3,23000,18600,23700,26950,22800,11750,full,full,141316,1,Natus Vincere,2,0,341d802e05c4673
16,131865,162282,133145,164016,137132,168795,137580,169398,Natus Vincere,paiN,7,9,2,3,19200,14750,25300,5600,13300,700,full,semi,82590,9,Natus Vincere,2,0,341d802e05c4673
17,140461,173079,141741,174889,146778,180954,147226,181512,Natus Vincere,paiN,7,10,2,3,23950,23550,25400,25200,2700,23200,full,full,99862,8,paiN,3,0,341d802e05c4673
18,147226,181512,148506,183384,155768,192009,156216,192553,Natus Vincere,paiN,8,10,2,3,28550,18100,26350,28900,25650,12000,full,full,133111,1,Natus Vincere,2,0,341d802e05c4673
19,156216,192553,157496,194492,163469,201592,163917,202158,Natus Vincere,paiN,9,10,2,3,21400,13100,27450,9100,4400,300,full,semi,114622,1,Natus Vincere,2,0,341d802e05c4673
20,166141,204990,167421,206657,173482,213937,173930,214454,Natus Vincere,paiN,9,11,2,3,35800,22900,27750,26600,13000,21700,full,full,113456,8,paiN,3,0,341d802e05c4673
21,176527,217772,177807,219494,184350,227273,184798,227793,Natus Vincere,paiN,10,11,2,3,31000,18550,27150,25550,26450,17600,full,full,120481,1,Natus Vincere,2,0,341d802e05c4673
22,184798,227793,186078,229598,193251,238019,193699,238537,Natus Vincere,paiN,10,12,2,3,22950,8250,27450,22300,9700,7600,full,force-buy,129675,8,paiN,3,0,341d802e05c4673
23,196381,242104,197661,243928,206431,254224,206879,254763,Natus Vincere,paiN,11,12,2,3,21250,18200,20600,22300,20100,17450,full,semi,153692,1,Natus Vincere,2,0,341d802e05c4673
24,206879,254763,208159,256629,215019,264773,215563,265416,Natus Vincere,paiN,12,12,2,3,19850,8650,26400,16850,16500,8150,full,force-buy,126936,9,Natus Vincere,2,0,341d802e05c4673
25,215563,265416,218055,268713,224534,276497,224982,277076,Natus Vincere,paiN,13,12,2,3,62500,62500,27550,29850,27050,29050,full,full,140517,9,Natus Vincere,2,1,341d802e05c4673
26,224982,277076,226262,278903,232403,286213,232851,286758,Natus Vincere,paiN,13,13,2,3,53300,43650,27650,29750,17300,28950,full,full,115865,8,paiN,3,1,341d802e05c4673
27,235169,289802,236449,291527,242505,298797,243049,299447,Natus Vincere,paiN,14,13,2,3,42200,32250,28850,30450,29650,15750,full,full,114064,9,Natus Vincere,2,1,341d802e05c4673
28,243049,299447,244460,301382,250616,308744,251064,309318,Natus Vincere,paiN,15,13,3,2,62500,62500,29550,27250,28550,26550,full,full,117894,8,Natus Vincere,3,1,341d802e05c4673
29,253509,312490,254789,314186,258276,318511,258276,318511,Natus Vincere,paiN,16,13,3,2,52300,31600,32150,27350,16550,26650,full,full,76351,8,Natus Vincere,3,1,341d802e05c4673
1,227,314,4673,5890,12944,15363,13392,15881,Eternal Fire,G2,0,1,3,2,4000,4000,4050,5100,3450,3450,pistol,pistol,195197,1,G2,2,0,bde29716c3d4329a
2,13392,15881,14672,17633,24242,28734,24690,29259,Eternal Fire,G2,0,2,3,2,10650,19850,11050,19700,10250,18600,force-buy,semi,166714,1,G2,2,0,bde29716c3d4329a
3,24690,29259,25970,31073,34002,40435,34450,40954,Eternal Fire,G2,0,3,3,2,14500,20250,7950,21200,4400,20000,semi,full,144961,1,G2,2,0,bde29716c3d4329a
4,34450,40954,35730,42730,41427,49503,41875,50034,Eternal Fire,G2,0,4,3,2,24900,19550,25800,24700,24500,8900,full,full,110887,9,G2,2,0,bde29716c3d4329a
5,41875,50034,44913,53976,51550,61742,51998,62273,Eternal Fire,G2,0,5,3,2,17700,29000,9850,27650,9050,8600,semi,full,151862,9,G2,2,0,bde29716c3d4329a
6,51998,62273,53278,64107,57578,69234,58026,69774,Eternal Fire,G2,0,6,3,2,26250,38450,26850,27750,25850,7300,full,full,90289,9,G2,2,0,bde29716c3d4329a
7,60028,72174,61308,73833,69430,83283,69878,83809,Eternal Fire,G2,0,7,3,2,18100,49000,12750,27450,11750,16100,semi,full,144092,1,G2,2,0,bde29716c3d4329a
8,69878,83809,71158,85588,78518,94336,78966,94857,Eternal Fire,G2,1,7,3,2,23950,51700,26500,27550,21950,9750,full,full,136543,12,Eternal Fire,3,0,bde29716c3d4329a
9,81410,98087,82690,99778,90197,108500,90645,109043,Eternal Fire,G2,2,7,3,2,19450,48650,21350,27250,19250,20200,semi,full,135065,7,Eternal Fire,3,0,bde29716c3d4329a
10,92629,111238,93909,112707,100991,120077,101439,120468,Eternal Fire,G2,3,7,3,2,19800,41550,27550,27250,16950,26250,full,full,114649,8,Eternal Fire,3,0,bde29716c3d4329a
11,101439,120468,102719,122195,109421,130241,109869,130787,Eternal Fire,G2,4,7,3,2,20000,28300,25250,26250,17900,25250,full,full,126763,8,Eternal Fire,3,0,bde29716c3d4329a
12,109869,130787,111149,132605,117871,140694,118415,141343,Eternal Fire,G2,5,7,3,2,20750,18150,30350,18350,16000,17350,full,force-buy,128501,7,Eternal Fire,3,0,bde29716c3d4329a
13,118415,141343,131148,156993,135421,161859,135869,162399,Eternal Fire,G2,6,7,2,3,4000,4000,4300,4000,3300,3400,pistol,pistol,266109,9,Eternal Fire,2,0,bde29716c3d4329a
14,135869,162399,137149,164395,144232,172829,144680,173345,Eternal Fire,G2,7,7,2,3,18450,10700,19600,9900,17450,9700,semi,force-buy,135285,1,Eternal Fire,2,0,bde29716c3d4329a
15,144680,173345,145960,175040,153313,183698,153761,184259,Eternal Fire,G2,8,7,2,3,20600,13000,21800,5450,5500,2300,full,semi,134286,1,Eternal Fire,2,0,bde29716c3d4329a
16,153761,184259,155041,186105,161887,194261,162335,194784,Eternal Fire,G2,8,8,2,3,34400,25500,25300,27300,10350,25050,full,full,129734,8,G2,3,0,bde29716c3d4329a
17,162335,194784,163615,196636,170498,204869,170946,205406,Eternal Fire,G2,9,8,2,3,31750,17800,27350,26050,26650,15400,full,full,130810,9,Eternal Fire,2,0,bde29716c3d4329a
18,170946,205406,172226,207219,176986,212669,177434,213219,Eternal Fire,G2,10,8,2,3,22750,15000,26350,6050,19600,6050,full,semi,94207,9,Eternal Fire,2,0,bde29716c3d4329a
19,179566,215984,180846,217725,185771,223619,186219,224153,Eternal Fire,G2,10,9,2,3,20900,23750,27450,24350,8200,23350,full,full,99032,8,G2,3,0,bde29716c3d4329a
20,188902,227631,190182,229282,194178,234184,194626,234718,Eternal Fire,G2,10,10,2,3,19800,18150,18400,28050,18600,10000,force-buy,full,84997,8,G2,3,0,bde29716c3d4329a
21,194626,234718,195906,236454,203266,244892,203714,245422,Eternal Fire,G2,10,11,2,3,11600,25500,3950,28300,3750,13800,eco,full,131965,12,G2,3,0,bde29716c3d4329a
22,205902,248148,207182,249845,215752,259865,216200,260392,Eternal Fire,G2,11,11,2,3,17750,28950,22050,28550,17250,8550,full,full,151979,1,Eternal Fire,2,0,bde29716c3d4329a
23,216200,260392,217480,262134,225620,271820,226068,272356,Eternal Fire,G2,12,11,2,3,19200,27700,24800,29800,10350,17150,full,full,148230,9,Eternal Fire,2,0,bde29716c3d4329a
24,226068,272356,227348,274104,233945,281976,233945,281976,Eternal Fire,G2,13,11,2,3,24800,13750,27950,21400,20700,20400,full,force-buy,124779,1,Eternal Fire,2,0,bde29716c3d4329a
1,229,315,2536,3140,8921,10436,9369,10953,G2,Eternal Fire,1,0,3,2,4000,4000,4300,4250,3300,3450,pistol,pistol,128479,7,G2,3,0,3e8f1122a4f9f6e8
2,9369,10953,10649,12722,15198,18166,15646,18704,G2,Eternal Fire,2,0,3,2,20000,14250,20250,15200,19150,13900,semi,force-buy,91564,7,G2,3,0,3e8f1122a4f9f6e8
3,15646,18704,16926,20503,20799,25108,21247,25631,G2,Eternal Fire,3,0,3,2,19750,15950,25600,6100,10200,5050,full,semi,81294,8,G2,3,0,3e8f1122a4f9f6e8
4,21247,25631,22527,27448,29887,36176,30335,36694,G2,Eternal Fire,4,0,3,2,27300,26000,29950,26250,15050,25250,full,full,133861,12,G2,3,0,3e8f1122a4f9f6e8
5,30335,36694,31615,38400,38631,46695,39079,47211,G2,Eternal Fire,4,1,3,2,29400,11250,29950,21400,10000,10650,full,full,126955,1,Eternal Fire,2,0,3e8f1122a4f9f6e8
6,39079,47211,40359,49013,48085,58272,48533,58796,G2,Eternal Fire,5,1,3,2,27000,20050,28300,26850,23200,12500,full,full,140411,7,G2,3,0,3e8f1122a4f9f6e8
7,51236,62180,52516,63957,59070,71713,59518,72254,G2,Eternal Fire,6,1,3,2,23100,26050,31650,24600,18700,23400,full,full,121014,8,G2,3,0,3e8f1122a4f9f6e8
8,61548,74959,62828,76673,68251,83085,68699,83614,G2,Eternal Fire,6,2,3,2,21950,20250,31700,13550,15000,12950,full,semi,103154,1,Eternal Fire,2,0,3e8f1122a4f9f6e8
9,71316,86856,72596,88561,78766,95811,79214,96341,G2,Eternal Fire,7,2,3,2,14250,26300,22150,28350,14000,9000,force-buy,full,113677,8,G2,3,0,3e8f1122a4f9f6e8
10,79214,96341,80494,98049,87487,106558,87935,107089,G2,Eternal Fire,7,3,3,2,18400,32100,28300,27050,9850,26050,full,full,129697,1,Eternal Fire,2,0,3e8f1122a4f9f6e8
11,90326,110146,91606,111926,94900,116010,95348,116562,G2,Eternal Fire,7,4,3,2,15550,24450,28500,27550,13150,6300,full,full,74439,9,Eternal Fire,2,0,3e8f1122a4f9f6e8
12,95348,116562,96628,118411,102290,125011,102834,125652,G2,Eternal Fire,8,4,3,2,12200,36200,13250,28550,11950,9650,force-buy,full,107254,8,G2,3,0,3e8f1122a4f9f6e8
13,102834,125652,117174,143822,122086,149476,122534,150015,G2,Eternal Fire,9,4,2,3,4000,4000,4250,4500,3450,3400,pistol,pistol,302429,9,G2,2,0,3e8f1122a4f9f6e8
14,122534,150015,123814,151806,130280,159459,130728,159985,G2,Eternal Fire,9,5,2,3,18600,10700,19550,11500,17700,10100,semi,force-buy,119885,8,Eternal Fire,3,0,3e8f1122a4f9f6e8
15,130728,159985,132008,161736,135201,165721,135649,166276,G2,Eternal Fire,9,6,2,3,8800,18450,8650,22200,8450,15400,force-buy,semi,72814,8,Eternal Fire,3,0,3e8f1122a4f9f6e8
16,135649,166276,136929,168090,140261,172092,140709,172659,G2,Eternal Fire,9,7,2,3,9850,21400,1200,23600,200,5500,eco,full,73830,8,Eternal Fire,3,0,3e8f1122a4f9f6e8
17,140709,172659,141989,174525,146900,180541,147348,181062,G2,Eternal Fire,9,8,2,3,21950,33650,22400,28000,21400,11150,full,full,100056,8,Eternal Fire,3,0,3e8f1122a4f9f6e8
18,147348,181062,148628,182874,150979,185799,151427,186368,G2,Eternal Fire,9,9,2,3,15950,39850,7500,29950,7900,21250,semi,full,60132,8,Eternal Fire,3,0,3e8f1122a4f9f6e8
19,153490,189172,154770,190954,163351,201182,163799,201709,G2,Eternal Fire,10,9,2,3,25650,36150,25500,31050,24500,13700,full,full,152458,1,G2,2,0,3e8f1122a4f9f6e8
20,163799,201709,165079,203449,171543,211269,171991,211824,G2,Eternal Fire,11,9,2,3,19150,29750,26300,30650,9450,14900,full,full,121357,1,G2,2,0,3e8f1122a4f9f6e8
21,174204,214681,175484,216386,181060,223083,181508,223624,G2,Eternal Fire,12,9,2,3,27800,24650,26800,30150,9900,7700,full,full,106657,9,G2,2,0,3e8f1122a4f9f6e8
22,181508,223624,182788,225388,187740,231325,187740,231325,G2,Eternal Fire,13,9,2,3,45300,16350,26750,29000,8400,28200,full,full,97758,9,G2,2,0,3e8f1122a4f9f6e8
1,115,178,1394,1613,2945,3353,3393,3841,G2,Eternal Fire,0,1,3,2,4000,4000,3250,3250,0,0,pistol,pistol,40977,9,Eternal Fire,2,0,40d4c1527dc406f0
3,4078,4676,13061,15210,16780,19476,17228,20019,Eternal Fire,G2,0,2,3,2,4000,4000,4000,4550,3400,3450,eco,eco,191012,9,G2,2,0,40d4c1527dc406f0
4,17228,20019,18508,21797,23525,27678,23973,28228,Eternal Fire,G2,0,3,3,2,10400,18600,10650,21300,10050,18200,force-buy,full,98848,9,G2,2,0,40d4c1527dc406f0
5,23973,28228,25253,29944,30260,35792,30708,36326,Eternal Fire,G2,0,4,3,2,12650,18450,2400,24200,2200,7800,eco,full,97622,9,G2,2,0,40d4c1527dc406f0
6,30708,36326,31988,38080,39117,46698,39565,47221,Eternal Fire,G2,0,5,3,2,25850,28400,26400,25300,25400,16800,full,full,133863,1,G2,2,0,40d4c1527dc406f0
7,39565,47221,40845,48983,49926,59623,50374,60158,Eternal Fire,G2,0,6,3,2,17750,30600,16100,25300,9350,16900,semi,full,160063,1,G2,2,0,40d4c1527dc406f0
8,52358,62681,53638,64346,58690,70301,59138,70858,Eternal Fire,G2,1,6,3,2,26700,32700,28600,27450,21850,18950,full,full,98345,7,Eternal Fire,3,0,40d4c1527dc406f0
9,59138,70858,60418,72699,66832,80324,67280,80871,Eternal Fire,G2,2,6,3,2,23950,24750,30250,24000,18650,23000,full,full,122170,7,Eternal Fire,3,0,40d4c1527dc406f0
10,67280,80871,68560,82554,75821,91109,76269,91641,Eternal Fire,G2,3,6,3,2,24400,14850,29850,3800,9600,3100,full,eco,132134,7,Eternal Fire,3,0,40d4c1527dc406f0
11,76269,91641,77549,93441,84111,101202,84559,101741,Eternal Fire,G2,4,6,3,2,33800,27650,30450,26950,13500,25750,full,full,123396,8,Eternal Fire,3,0,40d4c1527dc406f0
12,86584,104464,87864,106110,92164,111289,92612,111817,Eternal Fire,G2,5,6,3,2,37650,17100,30950,10100,18900,10100,full,semi,88085,7,Eternal Fire,3,0,40d4c1527dc406f0
13,92612,111817,93892,113650,101841,122913,102289,123432,Eternal Fire,G2,5,7,3,2,37750,30000,30800,26000,30000,20400,full,full,143207,9,G2,2,0,40d4c1527dc406f0
14,102289,123432,103569,125316,108693,131440,109237,132109,Eternal Fire,G2,6,7,3,2,15750,27650,16350,25800,15450,23000,force-buy,full,103353,8,Eternal Fire,3,0,40d4c1527dc406f0
15,109237,132109,122342,147926,127534,153789,127982,154311,Eternal Fire,G2,7,7,2,3,4000,4000,4200,4000,3400,3400,pistol,pistol,279807,9,Eternal Fire,2,0,40d4c1527dc406f0
16,127982,154311,129262,156073,133445,160984,133893,161533,Eternal Fire,G2,8,7,2,3,18350,11000,18750,10850,16850,10250,semi,force-buy,86123,9,Eternal Fire,2,0,40d4c1527dc406f0
17,133893,161533,135173,163333,138915,167753,139363,168297,Eternal Fire,G2,9,7,2,3,19850,13050,22900,2100,8700,1700,full,eco,80276,9,Eternal Fire,2,0,40d4c1527dc406f0
18,139363,168297,140643,170113,147374,178211,147822,178741,Eternal Fire,G2,9,8,2,3,29800,26150,24450,26850,7500,25850,full,full,127952,8,G2,3,0,40d4c1527dc406f0
19,147822,178741,149102,180529,157181,190058,157629,190601,Eternal Fire,G2,9,9,2,3,29900,17850,25400,26450,24200,12550,full,full,146059,7,G2,3,0,40d4c1527dc406f0
20,157629,190601,158909,192302,166269,200979,166717,201498,Eternal Fire,G2,9,10,2,3,19400,25800,11550,29500,10300,17250,semi,full,133940,12,G2,3,0,40d4c1527dc406f0
21,168758,204112,170038,205850,174682,211401,175130,211945,Eternal Fire,G2,10,10,2,3,20300,25900,21450,30050,20150,23300,full,full,94073,9,Eternal Fire,2,0,40d4c1527dc406f0
22,177456,215017,178736,216761,186096,225271,186544,225797,Eternal Fire,G2,10,11,2,3,18200,10200,23650,10050,11200,9850,full,force-buy,132340,12,G2,3,0,40d4c1527dc406f0
23,189098,229200,190378,230926,197844,239727,198292,240255,Eternal Fire,G2,11,11,2,3,12700,17500,20750,25000,11050,9500,full,full,135863,9,Eternal Fire,2,0,40d4c1527dc406f0
24,198292,240255,199572,242008,207837,251757,208285,252296,Eternal Fire,G2,12,11,2,3,19700,16200,22850,16550,15150,15750,full,force-buy,148447,1,Eternal Fire,2,0,40d4c1527dc406f0
25,208285,252296,209565,254139,217173,263140,217173,263140,Eternal Fire,G2,13,11,2,3,22400,12600,25300,15400,19200,10550,full,force-buy,139955,9,Eternal Fire,2,0,40d4c1527dc406f0
1,231,318,7992,9752,12972,15527,13420,16057,Natus Vincere,Team Spirit,1,0,3,2,4000,4000,4450,3950,3550,3450,pistol,pistol,190308,8,Natus Vincere,3,0,79792497772f19cb
2,13420,16057,14700,18084,18282,22470,18730,23019,Natus Vincere,Team Spirit,2,0,3,2,18200,10950,20000,2150,17950,1350,semi,eco,80245,8,Natus Vincere,3,0,79792497772f19cb
3,18730,23019,20010,25036,28486,35007,28934,35592,Natus Vincere,Team Spirit,3,0,3,2,18300,21900,24650,22850,9100,21550,full,full,150004,7,Natus Vincere,3,0,79792497772f19cb
4,31429,38846,32709,40738,36696,45593,37144,46143,Natus Vincere,Team Spirit,3,1,3,2,28500,18750,29650,11650,15200,11350,full,semi,84424,9,Team Spirit,2,0,79792497772f19cb
5,37144,46143,38424,48191,46062,57442,46510,57972,Natus Vincere,Team Spirit,3,2,3,2,20600,25750,20450,28550,19450,9100,force-buy,full,141382,9,Team Spirit,2,0,79792497772f19cb
6,46510,57972,47790,59870,49919,62419,50367,62974,Natus Vincere,Team Spirit,3,3,3,2,11850,34700,1000,28250,0,12600,eco,full,55644,9,Team Spirit,2,0,79792497772f19cb
7,52851,66227,54131,68107,61491,76917,61939,77457,Natus Vincere,Team Spirit,4,3,3,2,24150,39650,25950,28250,23950,5300,full,full,133762,12,Natus Vincere,3,0,79792497772f19cb
8,61939,77457,63219,79329,69757,87233,70205,87755,Natus Vincere,Team Spirit,4,4,3,2,17150,38550,28500,27850,7150,16400,full,full,122325,1,Team Spirit,2,0,79792497772f19cb
9,70205,87755,71485,89580,76095,95127,76543,95651,Natus Vincere,Team Spirit,4,5,3,2,20000,41150,24150,28050,17750,16000,full,full,92244,9,Team Spirit,2,0,79792497772f19cb
10,76543,95651,77823,97557,83406,104252,83854,104808,Natus Vincere,Team Spirit,4,6,3,2,14850,43000,5600,26100,5600,9450,semi,full,107623,1,Team Spirit,2,0,79792497772f19cb
11,86451,108303,87731,110130,94275,118041,94723,118557,Natus Vincere,Team Spirit,4,7,3,2,24050,52250,27000,28350,23850,8650,full,full,121850,1,Team Spirit,2,0,79792497772f19cb
12,94723,118557,96003,120481,101726,127533,102270,128203,Natus Vincere,Team Spirit,4,8,3,2,18000,62600,22450,29800,17400,30800,force-buy,full,112315,9,Team Spirit,2,0,79792497772f19cb
13,102270,128203,115522,144440,117892,147215,118340,147756,Natus Vincere,Team Spirit,4,9,2,3,4000,4000,4400,4600,3400,3300,pistol,pistol,237894,8,Team Spirit,3,0,79792497772f19cb
14,118340,147756,119620,149673,126171,157592,126619,158136,Natus Vincere,Team Spirit,4,10,2,3,10400,18450,2800,19050,2000,14900,eco,semi,123076,8,Team Spirit,3,0,79792497772f19cb
15,126619,158136,127899,160182,134827,168351,135275,168873,Natus Vincere,Team Spirit,5,10,2,3,21300,21900,22100,27400,21100,19250,full,full,127818,9,Natus Vincere,2,0,79792497772f19cb
16,135275,168873,136555,170889,145789,182041,146237,182601,Natus Vincere,Team Spirit,6,10,2,3,17950,11150,23750,12800,16800,10800,full,force-buy,164769,1,Natus Vincere,2,0,79792497772f19cb
17,146237,182601,147517,184448,154877,193141,155325,193692,Natus Vincere,Team Spirit,6,11,2,3,19250,9850,25550,10450,5400,2450,full,semi,131885,12,Team Spirit,3,0,79792497772f19cb
18,157877,197178,159157,199229,165499,206963,165947,207510,Natus Vincere,Team Spirit,6,12,2,3,20050,25150,24900,27450,17950,15500,full,full,122438,8,Team Spirit,3,0,79792497772f19cb
19,165947,207510,167227,209333,175068,218753,175516,219345,Natus Vincere,Team Spirit,7,12,2,3,11900,27200,12150,29150,11750,10400,force-buy,full,140682,1,Natus Vincere,2,0,79792497772f19cb
20,175516,219345,176796,221345,185740,232077,186188,232621,Natus Vincere,Team Spirit,8,12,2,3,19150,23800,28550,25600,12800,20300,full,full,159313,1,Natus Vincere,2,0,79792497772f19cb
21,186188,232621,187468,234602,195094,243585,195542,244124,Natus Vincere,Team Spirit,9,12,2,3,25350,14000,28050,8850,17100,3050,full,semi,137191,1,Natus Vincere,2,0,79792497772f19cb
22,197727,247064,199007,248938,204437,255573,204437,255573,Natus Vincere,Team Spirit,9,13,2,3,21850,19900,28550,26450,12700,21000,full,full,106471,8,Team Spirit,3,0,79792497772f19cb
1,223,310,4073,5210,8830,10795,9278,11318,Team Spirit,Natus Vincere,1,0,3,2,4000,4000,4950,4250,3500,3450,pistol,pistol,130572,7,Team Spirit,3,0,cf562d2195118fe
2,9278,11318,10558,13126,15261,18777,15709,19301,Team Spirit,Natus Vincere,1,1,3,2,19200,14550,19800,16650,18100,13700,semi,force-buy,92888,1,Natus Vincere,2,0,cf562d2195118fe
3,15709,19301,16989,21312,19782,24876,20230,25451,Team Spirit,Natus Vincere,1,2,3,2,8700,19250,19350,24550,7650,12200,force-buy,full,69426,9,Natus Vincere,2,0,cf562d2195118fe
4,20230,25451,21510,27328,26571,33415,27019,33970,Team Spirit,Natus Vincere,1,3,3,2,11450,25100,2100,23750,1700,10250,eco,full,99177,9,Natus Vincere,2,0,cf562d2195118fe
