number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
29,266653,334955,267933,336622,275293,345762,275613,346138,Team A,Team B,14,15,3,2,43450,53800,30050,27750,29250,10500,full,full,134522,12,Team A,3,1,d283b059cd044a37
30,275613,346138,276893,348056,284024,356888,284024,356888,Team A,Team B,14,16,3,2,14300,42150,32250,27850,24650,23800,full,full,133813,9,Team B,2,1,d283b059cd044a37
1,1,1,1263,1703,5886,7184,6206,7580,Team A,Team B,1,0,3,2,4000,4000,4200,5150,3400,3550,pistol,pistol,88652,8,Team A,3,0,195047b6d1906fc4
2,6206,7580,7486,9612,10615,13438,10935,13834,Team A,Team B,2,0,3,2,18350,10250,21300,1200,17900,200,semi,eco,72299,8,Team A,3,0,195047b6d1906fc4
3,10935,13834,12215,15671,20146,25564,20466,25952,Team A,Team B,2,1,3,2,18200,22050,24800,22700,5400,21500,full,full,144772,9,Team B,2,0,195047b6d1906fc4
4,20466,25952,21746,27860,28315,36024,28635,36433,Team A,Team B,3,1,3,2,20700,18600,21450,22050,20450,13150,force-buy,full,124308,8,Team A,3,0,195047b6d1906fc4
5,30732,39168,32012,40827,38746,49173,39066,49575,Team A,Team B,4,1,3,2,17600,14950,28150,9850,9250,9650,full,semi,123482,8,Team A,3,0,195047b6d1906fc4
6,39066,49575,40346,51297,46121,58354,46441,58739,Team A,Team B,5,1,3,2,26100,17300,28750,6850,5500,6650,full,semi,108350,7,Team A,3,0,195047b6d1906fc4
7,46441,58739,47721,60621,56009,70892,56329,71281,Team A,Team B,5,2,3,2,39400,29650,29150,27050,24800,23350,full,full,149992,1,Team B,2,0,195047b6d1906fc4
8,63294,79914,64574,81692,68908,87243,69228,87631,Team A,Team B,6,2,3,2,21600,24700,29050,26950,11400,4800,full,full,90454,8,Team A,3,0,195047b6d1906fc4
9,71218,90449,72498,92413,81380,103313,81700,103693,Team A,Team B,6,3,3,2,27350,32800,27950,26950,21650,26250,full,full,158767,1,Team B,2,0,195047b6d1906fc4
10,81700,103693,82980,105585,87679,111280,87999,111662,Team A,Team B,7,3,3,2,13400,25550,19200,26250,12800,15700,force-buy,full,93638,8,Team A,3,0,195047b6d1906fc4
11,87999,111662,89279,113530,94533,120008,94853,120403,Team A,Team B,7,4,3,2,19350,20350,24350,20750,17950,19950,full,full,103006,9,Team B,2,0,195047b6d1906fc4
12,94853,120403,96133,122248,100390,127491,100934,128163,Team A,Team B,7,5,3,2,9300,18450,9650,26100,9250,16000,force-buy,full,87480,9,Team B,2,0,195047b6d1906fc4
13,100934,128163,115808,146578,121464,153290,121784,153683,Team A,Team B,8,5,2,3,4000,4000,4450,4600,3450,3300,pistol,pistol,310118,9,Team A,2,0,195047b6d1906fc4
14,121784,153683,123064,155578,130424,164670,130744,165058,Team A,Team B,8,6,2,3,18600,10800,19750,9800,17700,9600,semi,force-buy,135601,12,Team B,3,0,195047b6d1906fc4
15,130744,165058,132024,166887,138539,174884,138859,175273,Team A,Team B,9,6,2,3,6800,18650,9750,25050,6550,12050,force-buy,full,121272,9,Team A,2,0,195047b6d1906fc4
16,141178,178165,142458,180009,149248,188332,149568,188748,Team A,Team B,10,6,2,3,18000,14800,20150,1600,15550,1000,full,eco,125481,9,Team A,2,0,195047b6d1906fc4
17,149568,188748,150848,190751,157464,198797,157784,199198,Team A,Team B,11,6,2,3,21100,23600,22500,24450,9300,23250,full,full,124025,9,Team A,2,0,195047b6d1906fc4
18,159708,201890,160988,203717,168253,212986,168573,213376,Team A,Team B,12,6,2,3,29850,12450,23800,13150,7600,12150,full,force-buy,136947,9,Team A,2,0,195047b6d1906fc4
19,168573,213376,169853,215463,173560,220132,173560,220132,Team A,Team B,13,6,2,3,35600,17800,27150,18300,22450,17000,full,force-buy,83382,9,Team A,2,0,195047b6d1906fc4
1,1,1,1263,1663,5547,6664,5867,7065,Team A,Team B,0,1,3,2,4000,4000,4050,4300,2750,3300,pistol,pistol,83295,9,Team B,2,0,da94e61682a859f4
2,5867,7065,7147,8904,13255,16125,13575,16546,Team A,Team B,0,2,3,2,11350,18750,11350,19350,10250,18250,force-buy,semi,113260,9,Team B,2,0,da94e61682a859f4
3,13575,16546,14855,18525,20237,24978,20557,25408,Team A,Team B,0,3,3,2,13400,18250,3200,21350,2800,6450,eco,full,105410,9,Team B,2,0,da94e61682a859f4
4,20557,25408,21837,27286,27882,34402,28202,34807,Team A,Team B,1,3,3,2,25100,30450,26100,22250,24800,3300,full,full,112435,8,Team A,3,0,da94e61682a859f4
5,28202,34807,29482,36620,34610,42892,34930,43281,Team A,Team B,1,4,3,2,18050,34450,29050,26650,9600,25650,full,full,101072,9,Team B,2,0,da94e61682a859f4
6,37056,46004,38336,47702,45334,56145,45654,56533,Team A,Team B,1,5,3,2,21050,26850,22000,27350,20500,12500,force-buy,full,126774,1,Team B,2,0,da94e61682a859f4
7,45654,56533,46934,58439,50727,63007,51047,63439,Team A,Team B,2,5,3,2,15350,32750,26550,25400,12050,8900,full,full,80932,8,Team A,3,0,da94e61682a859f4
8,51047,63439,52327,65236,59687,74155,60007,74543,Team A,Team B,3,5,3,2,20850,31150,28150,25300,8600,24300,full,full,133962,12,Team A,3,0,da94e61682a859f4
9,63014,78408,64294,80161,73395,91027,73715,91418,Team A,Team B,3,6,3,2,29400,13750,27700,20300,22400,10050,full,full,157752,1,Team B,2,0,da94e61682a859f4
10,73715,91418,74995,93271,81799,101469,82119,101888,Team A,Team B,3,7,3,2,17400,22800,20050,27650,14450,16300,semi,full,125649,9,Team B,2,0,da94e61682a859f4
11,84356,104746,85636,106549,92216,114471,92536,114877,Team A,Team B,3,8,3,2,15250,24350,6550,27750,6550,9300,semi,full,121574,9,Team B,2,0,da94e61682a859f4
12,92536,114877,93816,116806,99852,124153,100396,124819,Team A,Team B,4,8,3,2,23800,33100,24900,28150,23600,17650,full,full,115961,8,Team A,3,0,da94e61682a859f4
13,100396,124819,116033,144772,119290,148581,119610,148963,Team A,Team B,4,9,2,3,4000,4000,4300,4250,3300,3250,pistol,pistol,297053,8,Team B,3,0,da94e61682a859f4
14,119610,148963,120890,150926,127644,158931,127964,159333,Team A,Team B,4,10,2,3,10800,18500,2000,20650,1400,17850,eco,semi,124612,8,Team B,3,0,da94e61682a859f4
15,127964,159333,129244,161231,136308,169776,136628,170165,Team A,Team B,5,10,2,3,22000,19300,22900,25000,21600,12450,full,full,130550,1,Team A,2,0,da94e61682a859f4
16,136628,170165,137908,171993,139755,174381,140075,174796,Team A,Team B,5,11,2,3,19100,14450,25500,25150,13250,13350,full,full,52705,8,Team B,3,0,da94e61682a859f4
17,142162,177442,143442,179303,149798,187012,150118,187436,Team A,Team B,5,12,2,3,15350,19450,10900,28000,10300,4100,semi,full,119636,8,Team B,3,0,da94e61682a859f4
18,150118,187436,151398,189433,153902,192654,153902,192654,Team A,Team B,5,13,2,3,15050,35750,18500,30100,17400,15100,force-buy,full,65231,8,Team B,3,0,da94e61682a859f4
1,1,1,1264,1664,5677,6851,5997,7257,Team A,Team B,1,0,3,2,4000,4000,4250,4750,3250,3450,pistol,pistol,84620,8,Team A,3,0,9f4bfbc3b264416b
2,5997,7257,7277,9155,13404,16658,13724,17067,Team A,Team B,2,0,3,2,18500,10950,19150,2150,17850,1350,semi,eco,116133,8,Team A,3,0,9f4bfbc3b264416b
3,13724,17067,15004,18943,18793,23908,19113,24307,Team A,Team B,3,0,3,2,18700,22200,24100,22500,13750,21600,full,full,84509,8,Team A,3,0,9f4bfbc3b264416b
4,19113,24307,20393,26144,23450,30033,23770,30450,Team A,Team B,4,0,3,2,22700,15400,27600,7050,11300,7050,full,semi,70735,8,Team A,3,0,9f4bfbc3b264416b
5,23770,30450,25050,32347,31290,39988,31610,40418,Team A,Team B,4,1,3,2,29150,25650,26800,26150,7600,25150,full,full,117826,9,Team B,2,0,9f4bfbc3b264416b
6,31610,40418,32890,42249,39086,50103,39406,50533,Team A,Team B,5,1,3,2,28850,18350,27800,27250,26800,8500,full,full,119642,7,Team A,3,0,9f4bfbc3b264416b
7,41623,53460,42903,55298,47834,61472,48154,61897,Team A,Team B,6,1,3,2,21050,27950,28850,26050,10100,20950,full,full,98975,8,Team A,3,0,9f4bfbc3b264416b
8,48154,61897,49434,63760,55677,71340,55997,71725,Team A,Team B,6,2,3,2,28500,24300,29200,25250,9100,23950,full,full,116652,9,Team B,2,0,9f4bfbc3b264416b
9,55997,71725,57277,73615,64378,82256,64698,82647,Team A,Team B,6,3,3,2,27400,17500,27650,22500,26650,15150,full,full,130093,1,Team B,2,0,9f4bfbc3b264416b
10,67341,86282,68621,88066,74948,95735,75268,96135,Team A,Team B,7,3,3,2,11050,21150,8450,22500,1400,20900,semi,full,116776,7,Team A,3,0,9f4bfbc3b264416b
11,77193,98539,78473,100433,80710,103292,81030,103682,Team A,Team B,8,3,3,2,28750,16450,30450,10400,19600,10200,full,semi,58715,8,Team A,3,0,9f4bfbc3b264416b
12,81030,103682,82310,105566,87563,112294,88107,112968,Team A,Team B,8,4,3,2,26700,21950,30100,22000,24100,21400,full,full,106387,9,Team B,2,0,9f4bfbc3b264416b
13,88107,112968,125856,158351,129405,162562,129725,162966,Team A,Team B,9,4,2,3,4000,4000,4300,4250,3300,3450,pistol,pistol,612652,9,Team A,2,0,9f4bfbc3b264416b
14,129725,162966,131005,164878,136080,171059,136400,171470,Team A,Team B,10,4,2,3,18750,10350,21050,1500,18050,700,full,eco,99975,1,Team A,2,0,9f4bfbc3b264416b
15,136400,171470,137680,173270,140841,177289,141160,177679,Team A,Team B,11,4,2,3,20000,21950,23400,22850,8400,21650,full,full,71884,9,Team A,2,0,9f4bfbc3b264416b
16,141160,177679,142440,179584,144376,182104,144696,182529,Team A,Team B,11,5,2,3,29350,15700,25300,16300,15600,15300,full,force-buy,54663,8,Team B,3,0,9f4bfbc3b264416b
17,144696,182529,145976,184387,150595,190103,150915,190490,Team A,Team B,11,6,2,3,21050,18750,21450,26050,20250,12700,full,full,93564,8,Team B,3,0,9f4bfbc3b264416b
18,150915,190490,152195,192311,155171,195985,155491,196428,Team A,Team B,11,7,2,3,11300,23800,2300,29650,1900,22200,eco,full,67881,8,Team B,3,0,9f4bfbc3b264416b
19,155491,196428,156771,198246,160370,202826,160690,203219,Team A,Team B,11,8,2,3,21400,19350,22500,30150,21100,3900,full,full,79036,8,Team B,3,0,9f4bfbc3b264416b
20,160690,203219,161970,205011,167949,212196,168269,212595,Team A,Team B,11,9,2,3,16000,33200,6350,30750,6150,22700,semi,full,110896,7,Team B,3,0,9f4bfbc3b264416b
21,170189,215226,171469,217121,177433,224436,177753,224831,Team A,Team B,11,10,2,3,31050,29800,25200,30750,24200,17100,full,full,113774,8,Team B,3,0,9f4bfbc3b264416b
22,180631,228749,181911,230634,191032,241571,191352,241958,Team A,Team B,11,11,2,3,24750,30050,24300,30650,23500,19750,full,full,158394,7,Team B,3,0,9f4bfbc3b264416b
23,193617,245024,194897,247037,200607,254189,200927,254583,Team A,Team B,12,11,2,3,22750,29400,22800,31350,21800,23700,full,full,113218,1,Team A,2,0,9f4bfbc3b264416b
24,200927,254583,202207,256359,207964,263382,207964,263382,Team A,Team B,13,11,2,3,21400,10250,25000,24600,16300,12650,full,full,108697,9,Team A,2,0,9f4bfbc3b264416b
1,1,1,1,15,3889,4511,4337,5051,Team A,Team B,0,1,3,2,0,0,4250,4200,3450,3400,pistol,pistol,58395,9,Team B,2,0,84dfc12d8138e12f
2,4337,5051,5617,6769,7941,9572,8389,10148,Team A,Team B,0,2,3,2,10350,18650,1000,20850,0,18150,eco,full,58538,9,Team B,2,0,84dfc12d8138e12f
3,8389,10148,9669,12059,17718,21619,18166,22145,Team A,Team B,0,3,3,2,22350,18250,23450,22750,21850,4300,full,full,148527,9,Team B,2,0,84dfc12d8138e12f
4,18166,22145,19446,23866,28450,33580,28898,34127,Team A,Team B,0,4,3,2,16200,37000,8400,27250,8000,23050,semi,full,148061,1,Team B,2,0,84dfc12d8138e12f
5,28898,34127,30178,35894,38056,45376,38504,45917,Team A,Team B,1,4,3,2,25200,37550,25050,27250,22600,4950,full,full,145652,7,Team A,3,0,84dfc12d8138e12f
6,38504,45917,39784,47727,45705,54920,46153,55472,Team A,Team B,2,4,3,2,21900,48800,28650,27150,18300,26400,full,full,116571,8,Team A,3,0,84dfc12d8138e12f
7,48614,58565,49894,60308,58187,70077,58635,70615,Team A,Team B,2,5,3,2,21350,37500,29150,25000,14150,23700,full,full,149058,1,Team B,2,0,84dfc12d8138e12f
8,58635,70615,59915,72467,65486,79220,65934,79756,Team A,Team B,3,5,3,2,19300,37200,28800,25100,13650,9500,full,full,111418,8,Team A,3,0,84dfc12d8138e12f
9,65934,79756,67214,81584,73344,88729,73792,89253,Team A,Team B,3,6,3,2,23200,40600,28600,27050,18900,26050,full,full,116182,1,Team B,2,0,84dfc12d8138e12f
10,73792,89253,75072,90976,78353,94955,78801,95512,Team A,Team B,3,7,3,2,14400,38250,12950,27450,2000,12900,semi,full,73829,9,Team B,2,0,84dfc12d8138e12f
11,80785,98037,82065,99763,90446,109669,90894,110196,Team A,Team B,3,8,3,2,24400,48000,25100,27850,24100,4000,full,full,150611,1,Team B,2,0,84dfc12d8138e12f
12,90894,110196,120711,145719,128071,154623,130827,157733,Team A,Team B,4,8,3,2,15500,68300,15900,28550,15100,18800,force-buy,full,575243,12,Team A,3,0,84dfc12d8138e12f
13,130827,157733,132523,160051,139522,167993,139970,168534,Team A,Team B,5,8,2,3,4000,4000,4050,4300,3350,3300,pistol,pistol,132847,9,Team A,2,0,84dfc12d8138e12f
14,139970,168534,197783,236933,202766,242870,203214,243426,Team A,Team B,5,9,2,3,18700,11100,20050,14350,18250,10550,full,force-buy,962507,8,Team B,3,0,84dfc12d8138e12f
15,203214,243426,204494,245251,208858,250644,209306,251217,Team A,Team B,5,10,2,3,7450,18300,6900,26300,6900,12500,force-buy,full,93459,8,Team B,3,0,84dfc12d8138e12f
16,209306,251217,210586,253028,217268,260858,217716,261379,Team A,Team B,5,11,2,3,10350,23550,1000,26500,0,9900,eco,full,124832,7,Team B,3,0,84dfc12d8138e12f
17,217716,261379,218996,263213,223767,269002,224215,269529,Team A,Team B,6,11,2,3,26250,32950,26100,30000,25200,15300,full,full,98703,9,Team A,2,0,84dfc12d8138e12f
18,224215,269529,225495,271366,234474,282037,234922,282576,Team A,Team B,7,11,2,3,18500,25550,25150,25050,14550,24050,full,full,161954,1,Team A,2,0,84dfc12d8138e12f
19,234922,282576,236202,284384,237511,285955,237959,286531,Team A,Team B,7,12,2,3,22950,11400,27250,8900,13100,600,full,semi,43751,8,Team B,3,0,84dfc12d8138e12f
20,240046,289390,241326,291065,245290,295387,245738,295921,Team A,Team B,8,12,2,3,16850,28550,17750,29850,16550,10800,force-buy,full,77649,9,Team A,2,0,84dfc12d8138e12f
21,248642,299788,249922,301514,255867,308730,255867,308730,Team A,Team B,8,13,2,3,11350,18250,26550,25950,14000,24650,full,full,115781,8,Team B,3,0,84dfc12d8138e12f
1,1,1,1,15,5222,6134,5670,6663,Team A,Team B,1,0,3,2,0,0,4250,4450,3450,3450,pistol,pistol,77564,8,Team A,3,0,267d9e36f3b3601d
2,5670,6663,6950,8343,10706,12707,11154,13260,Team A,Team B,2,0,3,2,18300,10650,16550,1000,14400,0,semi,eco,76438,8,Team A,3,0,267d9e36f3b3601d
3,11154,13260,12434,15046,17122,20788,17570,21321,Team A,Team B,2,1,3,2,22550,22650,25600,23200,10650,22200,full,full,95206,1,Team B,2,0,267d9e36f3b3601d
4,20310,24779,21590,26539,28502,34794,28950,35339,Team A,Team B,2,2,3,2,19000,18850,26350,25100,11800,8900,full,full,126660,9,Team B,2,0,267d9e36f3b3601d
5,28950,35339,30230,37235,35973,44073,36421,44610,Team A,Team B,2,3,3,2,17300,28000,17750,27250,16950,12400,force-buy,full,110459,9,Team B,2,0,267d9e36f3b3601d
6,36421,44610,37701,46427,39169,48259,39617,48863,Team A,Team B,2,4,3,2,13350,33650,1200,25700,900,15050,eco,full,46149,9,Team B,2,0,267d9e36f3b3601d
7,39617,48863,40897,50643,49197,60307,49645,60835,Team A,Team B,2,5,3,2,26950,36150,26750,25700,25400,2600,full,full,144732,9,Team B,2,0,267d9e36f3b3601d
8,49645,60835,50925,62683,53898,66242,54346,66803,Team A,Team B,3,5,3,2,19750,52000,11300,27350,10400,22950,semi,full,68382,8,Team A,3,0,267d9e36f3b3601d
9,54346,66803,55626,68622,64076,78771,64524,79301,Team A,Team B,3,6,3,2,27700,36050,28750,27350,10450,26650,full,full,151359,1,Team B,2,0,267d9e36f3b3601d
10,64524,79301,69917,86238,77277,95098,77725,95637,Team A,Team B,4,6,3,2,32850,28200,27950,24900,27250,24000,full,full,199785,12,Team A,3,0,267d9e36f3b3601d
11,79962,98567,81242,100350,85170,105089,85618,105646,Team A,Team B,5,6,3,2,23050,10400,28250,14150,15150,10050,full,force-buy,82484,8,Team A,3,0,267d9e36f3b3601d
12,85618,105646,86898,107472,91976,113662,93401,115326,Team A,Team B,6,6,3,2,25650,10150,31350,10250,13400,9750,full,force-buy,101378,8,Team A,3,0,267d9e36f3b3601d
13,93401,115326,95097,117550,99500,122723,99948,123255,Team A,Team B,7,6,2,3,4000,4000,4650,4300,3450,3300,pistol,pistol,93550,9,Team A,2,0,267d9e36f3b3601d
14,99948,123255,101228,125076,103788,128203,104236,128761,Team A,Team B,8,6,2,3,18600,11100,19400,1400,17750,200,semi,eco,62577,9,Team A,2,0,267d9e36f3b3601d
15,104236,128761,105516,130682,112400,139003,112848,139547,Team A,Team B,9,6,2,3,19200,23200,20900,23950,8300,22950,full,full,129531,1,Team A,2,0,267d9e36f3b3601d
16,112848,139547,114128,141374,121488,149922,121936,150435,Team A,Team B,9,7,2,3,29600,15650,25400,22850,17750,13450,full,full,131213,12,Team B,3,0,267d9e36f3b3601d
17,124178,153368,125458,155238,131497,162620,131945,163197,Team A,Team B,9,8,2,3,17750,19650,21300,26200,15800,10450,full,full,117010,8,Team B,3,0,267d9e36f3b3601d
18,131945,163197,133225,164949,135541,167781,135989,168352,Team A,Team B,9,9,2,3,11750,26950,1700,28300,1300,10700,eco,full,57974,8,Team B,3,0,267d9e36f3b3601d
19,138260,171145,139540,172900,146909,181586,147357,182118,Team A,Team B,10,9,2,3,22450,34000,23700,29000,22100,3700,full,full,132047,9,Team A,2,0,267d9e36f3b3601d
20,147357,182118,148637,183948,151500,187494,151948,188041,Team A,Team B,11,9,2,3,18400,38500,20750,29600,15850,28900,full,full,67990,9,Team A,2,0,267d9e36f3b3601d
21,154294,191105,155574,192840,162934,201523,163382,202056,Team A,Team B,11,10,2,3,19900,19800,26050,20050,14200,19250,full,force-buy,131756,12,Team B,3,0,267d9e36f3b3601d
22,166016,205571,167296,207301,170907,211683,171355,212217,Team A,Team B,11,11,2,3,11700,18000,15700,28000,10900,14500,force-buy,full,77298,7,Team B,3,0,267d9e36f3b3601d
23,171355,212217,172635,214069,176351,218695,176799,219235,Team A,Team B,12,11,2,3,14800,22000,18750,22900,13750,21600,force-buy,full,81927,9,Team A,2,0,267d9e36f3b3601d
24,176799,219235,220253,272287,225231,278217,225231,278217,Team A,Team B,13,11,2,3,21250,10700,24900,8400,16200,8000,full,force-buy,745948,9,Team A,2,0,267d9e36f3b3601d
1,1,1,1,15,5247,5940,5695,6468,Team A,Team B,1,0,3,2,0,0,4250,4450,3250,3450,pistol,pistol,73500,8,Team A,3,0,a262f1e40d9327d2
2,5695,6468,6975,8441,8369,10151,8817,10707,Team A,Team B,2,0,3,2,18500,10950,19950,1900,16800,900,semi,eco,45580,8,Team A,3,0,a262f1e40d9327d2
3,8817,10707,10097,12686,17457,21597,17905,22160,Team A,Team B,3,0,3,2,20050,22650,27000,23400,13600,22400,full,full,134774,12,Team A,3,0,a262f1e40d9327d2
4,17905,22160,19185,24098,23402,28734,23849,29240,Team A,Team B,3,1,3,2,23600,9250,27200,18850,9800,8650,full,force-buy,81359,9,Team B,2,0,a262f1e40d9327d2
5,26639,33092,27919,34943,36947,45813,37395,46390,Team A,Team B,4,1,3,2,21700,18650,22450,25100,21150,15500,force-buy,full,157434,7,Team A,3,0,a262f1e40d9327d2
6,37395,46390,38675,48370,45328,56363,45776,56938,Team A,Team B,5,1,3,2,19850,18750,28600,19850,10750,18550,full,force-buy,123425,7,Team A,3,0,a262f1e40d9327d2
7,45776,56938,47056,59011,50429,63131,50877,63701,Team A,Team B,6,1,3,2,28400,18600,29150,10150,11700,9950,full,semi,76644,8,Team A,3,0,a262f1e40d9327d2
8,52999,66428,54279,68338,61722,77079,62170,77600,Team A,Team B,7,1,3,2,34450,25650,29450,24500,2300,23700,full,full,131816,7,Team A,3,0,a262f1e40d9327d2
9,62170,77600,63450,79711,67107,84289,67555,84868,Team A,Team B,8,1,3,2,51250,23450,32600,23600,24850,22900,full,full,82782,8,Team A,3,0,a262f1e40d9327d2
10,70467,89029,71747,91018,76892,97336,77340,97889,Team A,Team B,9,1,3,2,43750,18150,31800,12200,14850,12000,full,semi,102807,8,Team A,3,0,a262f1e40d9327d2
11,77340,97889,78620,99968,85450,108102,85898,108633,Team A,Team B,9,2,3,2,46650,23450,33200,24100,9200,23100,full,full,126395,9,Team B,2,0,a262f1e40d9327d2
12,87887,111734,89167,113788,97361,123668,99677,126282,Team A,Team B,10,2,3,2,44950,18400,35000,26000,37800,16150,full,full,147694,7,Team A,3,0,a262f1e40d9327d2
13,99677,126282,101373,128589,107000,135001,107448,135522,Team A,Team B,10,3,2,3,4000,4000,4300,4500,3300,3400,pistol,pistol,107906,8,Team B,3,0,a262f1e40d9327d2
14,107448,135522,108728,137447,115833,145794,116281,146326,Team A,Team B,10,4,2,3,11400,18350,2500,19000,2100,18000,eco,semi,127125,7,Team B,3,0,a262f1e40d9327d2
15,116281,146326,117561,148328,123920,155808,124368,156364,Team A,Team B,10,5,2,3,25200,21150,24700,24950,23300,13150,full,full,117348,8,Team B,3,0,a262f1e40d9327d2
16,124368,156364,125648,158367,130840,164770,131288,165313,Team A,Team B,10,6,2,3,17000,25750,9500,28000,9300,15100,semi,full,104032,8,Team B,3,0,a262f1e40d9327d2
17,131288,165313,132568,167323,138280,174287,138728,174817,Team A,Team B,11,6,2,3,24900,28400,24900,30850,23900,10750,full,full,111061,9,Team A,2,0,a262f1e40d9327d2
18,138728,174817,140008,176878,144473,182370,144921,182948,Team A,Team B,12,6,2,3,19050,25650,21800,25850,16900,24850,full,full,93475,1,Team A,2,0,a262f1e40d9327d2
19,144921,182948,146201,184954,152718,192827,152718,192827,Team A,Team B,13,6,2,3,33600,13300,24900,24400,5000,9400,full,full,122262,9,Team A,2,0,a262f1e40d9327d2
1,1,1,1,15,4432,5044,4880,5578,Team A,Team B,1,0,3,2,0,0,4200,4250,3400,3250,pistol,pistol,62387,8,Team A,3,0,f25ec98ec22bc01d
2,4880,5578,14583,17975,16651,20526,17099,21084,Team A,Team B,2,0,3,2,18350,10850,20050,1700,18000,1300,semi,eco,184923,8,Team A,3,0,f25ec98ec22bc01d
3,17099,21084,18379,23087,23630,29379,24078,29920,Team A,Team B,2,1,3,2,18400,22150,26050,22700,14000,21700,full,full,102618,9,Team B,2,0,f25ec98ec22bc01d
4,24078,29920,25358,32012,32717,40746,33165,41291,Team A,Team B,2,2,3,2,13200,18500,14100,20900,13000,15700,force-buy,full,133929,9,Team B,2,0,f25ec98ec22bc01d
5,33165,41291,34445,43149,37288,46553,37736,47115,Team A,Team B,2,3,3,2,10900,21150,1300,24600,500,15700,eco,full,65096,9,Team B,2,0,f25ec98ec22bc01d
6,37736,47115,39016,49082,41664,52392,42112,52946,Team A,Team B,2,4,3,2,22400,23200,23150,25600,21750,2500,full,full,65282,9,Team B,2,0,f25ec98ec22bc01d
7,44943,56805,46223,58677,53240,67113,53688,67648,Team A,Team B,2,5,3,2,15750,38750,6150,27250,6150,13850,semi,full,127521,1,Team B,2,0,f25ec98ec22bc01d
8,53688,67648,54968,69810,57377,72931,57825,73494,Team A,Team B,3,5,3,2,27500,43600,28000,27450,26500,15900,full,full,65356,8,Team A,3,0,f25ec98ec22bc01d
9,57825,73494,59105,75444,68004,85239,68452,85742,Team A,Team B,3,6,3,2,18750,35300,29800,27450,13950,26450,full,full,145298,1,Team B,2,0,f25ec98ec22bc01d
10,70813,88902,72093,90939,79453,99595,79901,100147,Team A,Team B,4,6,3,2,19800,27850,19100,27650,11950,21400,semi,full,132284,12,Team A,3,0,f25ec98ec22bc01d
11,79901,100147,81181,102064,83132,104628,83580,105195,Team A,Team B,4,7,3,2,26100,12350,30050,11600,13500,11400,full,force-buy,55434,9,Team B,2,0,f25ec98ec22bc01d
12,83580,105195,84860,107280,93244,117125,94468,118529,Team A,Team B,5,7,3,2,24600,19000,25300,29050,24300,9300,full,full,147587,7,Team A,3,0,f25ec98ec22bc01d
13,94468,118529,96164,120859,101095,126488,101543,127025,Team A,Team B,6,7,2,3,4000,4000,4200,4100,3400,3300,pistol,pistol,98461,9,Team A,2,0,f25ec98ec22bc01d
14,101543,127025,102823,128897,108442,135591,108890,136145,Team A,Team B,7,7,2,3,18650,10800,18700,10600,17500,10400,semi,force-buy,105970,9,Team A,2,0,f25ec98ec22bc01d
15,108890,136145,110170,138211,116460,145600,116908,146153,Team A,Team B,8,7,2,3,19800,13600,22250,1700,16100,1300,full,eco,116968,9,Team A,2,0,f25ec98ec22bc01d
16,116908,146153,118188,148164,123485,154725,123933,155265,Team A,Team B,8,8,2,3,22350,27400,24900,27650,12800,26650,full,full,106045,7,Team B,3,0,f25ec98ec22bc01d
17,123933,155265,125213,157178,128531,161246,128979,161841,Team A,Team B,8,9,2,3,20750,20050,18250,28650,18250,18150,semi,full,73991,8,Team B,3,0,f25ec98ec22bc01d
18,128979,161841,130259,163803,136807,171525,137255,172066,Team A,Team B,8,10,2,3,12900,19250,2400,30350,1800,12550,eco,full,119801,8,Team B,3,0,f25ec98ec22bc01d
19,137255,172066,138535,174106,142799,179351,143247,179879,Team A,Team B,9,10,2,3,23400,24450,23900,30950,22900,9300,full,full,90123,9,Team A,2,0,f25ec98ec22bc01d
20,145263,182756,146543,184739,154384,194141,154832,194696,Team A,Team B,9,11,2,3,18350,23050,23850,23850,15050,22650,full,full,140845,7,Team B,3,0,f25ec98ec22bc01d
21,157227,197925,158507,199940,163084,205531,163532,206071,Team A,Team B,9,12,2,3,17300,20400,7800,27250,7800,16000,semi,full,94094,7,Team B,3,0,f25ec98ec22bc01d
22,163532,206071,164812,208212,169198,213688,169198,213688,Team A,Team B,9,13,2,3,16000,20600,25200,28000,24500,20950,full,full,94230,8,Team B,3,0,f25ec98ec22bc01d
1,1,1,1,15,3955,4574,4403,5109,Team A,Team B,1,0,3,2,0,0,4400,5050,3400,3550,pistol,pistol,58186,7,Team A,3,0,e62e6858e5069513
2,4403,5109,5683,6973,10344,12410,10792,12953,Team A,Team B,2,0,3,2,19900,14450,21650,16800,19500,14000,semi,force-buy,92897,8,Team A,3,0,e62e6858e5069513
3,10792,12953,12072,14891,14043,17286,14491,17819,Team A,Team B,3,0,3,2,18350,13050,25150,3900,11650,3500,full,eco,55132,8,Team A,3,0,e62e6858e5069513
4,14491,17819,15771,19662,20378,25116,20826,25631,Team A,Team B,3,1,3,2,24250,24650,27700,25100,12950,24100,full,full,92846,1,Team B,2,0,e62e6858e5069513
