name,steamid,score,team_name,kills,assists,deaths,headshots,hs_percentage,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,mvp,rank_type,rank,old_rank,win_count,bomb_planted,bomb_defused,hostage_rescued,health_damage,armor_damage,utility_damage,1v1,1v2,1v3,1v4,1v5,1v1_won,1v2_won,1v3_won,1v4_won,1v5_won,1v1_lost,1v2_lost,1v3_lost,1v4_lost,1v5_lost,first_kill,first_death,trade_kill,trade_death,first_trade_kill,first_trade_death,k_1,k_2,k_3,k_4,k_5,htlv_2,htlv,crosshair_share_code,color,inspect_weapon_count,match_checksum
zont1x,76561198995880877,34,Team Spirit,16,3,9,5,31,1.777778,94.736847,81.947365,0.842105,0.473684,7.947369,3,-1,0,0,0,0,0,0,1557,287,151,4,3,5,4,3,1,2,1,0,0,3,1,4,4,3,4,3,1,4,0,2,3,3,1,1,0,1.506424,1.50038,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,4,0,1ab055992fa6adf5
sh1ro,76561198081484775,40,Team Spirit,17,3,6,7,41,2.833333,89.473686,80.789474,0.894737,0.315789,8.105263,2,-1,0,0,0,2,0,0,1535,120,154,7,6,8,7,6,2,3,2,1,1,5,3,6,6,5,2,0,3,1,0,0,7,5,0,0,0,1.593931,1.459781,CSGO-aJhWn-SWPv9-C6cNd-ihJqN-edK5O,3,0,1ab055992fa6adf5
iM,76561198050250233,26,Natus Vincere,9,7,15,2,22,0.6,63.15789,67.315788,0.473684,0.789474,2.684211,3,-1,0,0,0,1,0,0,1279,137,51,6,5,7,6,5,1,2,1,0,0,5,3,6,6,5,1,0,0,3,0,0,5,2,0,0,0,0.763327,0.629,CSGO-rsDHb-QDmGE-VikD2-dApWC-kJCEB,4,0,1ab055992fa6adf5
Aleksib,76561198013243326,38,Natus Vincere,12,5,14,4,33,0.857143,68.421051,72.526314,0.631579,0.736842,9.947369,2,-1,0,0,0,3,0,0,1378,274,189,9,8,10,9,8,3,4,3,2,2,6,4,7,7,6,3,3,2,3,0,0,4,4,0,0,0,0.972456,0.865025,CSGO-SkoGm-N5yir-M8p3V-QyOxC-z2urD,3,0,1ab055992fa6adf5
donk,76561198386265483,54,Team Spirit,22,2,9,13,59,2.444444,84.210526,106.157898,1.157895,0.473684,1.631579,6,-1,0,0,0,1,1,0,2017,314,31,5,4,6,5,4,2,3,2,1,1,3,1,4,4,3,1,1,6,2,0,0,4,3,4,0,0,1.774761,1.85581,CSGO-LdXHk-hatWX-JjEa8-tuLDN-5tbJD,2,0,1ab055992fa6adf5
magixx,76561199063238565,28,Team Spirit,9,7,12,7,77,0.75,84.210526,73.157898,0.473684,0.631579,5.947369,1,-1,0,0,0,1,0,0,1390,235,113,4,3,5,4,3,1,2,1,0,0,3,1,4,4,3,1,1,2,5,0,0,4,1,1,0,0,1.019848,0.819194,CSGO-9vKLy-OAOok-Yrj2D-6t3oQ-7T8SA,1,0,1ab055992fa6adf5
w0nderful,76561199063068840,26,Natus Vincere,9,5,14,3,33,0.642857,57.894737,50.473682,0.473684,0.736842,0.894737,0,-1,0,0,0,1,0,0,959,72,17,6,5,7,6,5,1,2,1,0,0,5,3,6,6,5,1,2,2,0,0,0,7,1,0,0,0,0.688571,0.641515,CSGO-KTaY3-rXci2-9DTXB-aPuKV-MDr7C,1,0,1ab055992fa6adf5
jL,76561198176878303,29,Natus Vincere,13,2,15,10,76,0.866667,57.894737,68.894737,0.684211,0.789474,3.0,0,-1,0,0,0,0,0,0,1309,188,57,6,5,7,6,5,1,2,1,0,0,5,3,6,6,5,1,4,6,1,0,1,8,1,1,0,0,0.885707,0.865953,CSGO-YWkzy-Horrx-x2x2n-tR5Z2-ZO88F,2,0,1ab055992fa6adf5
chopper,76561198045898864,28,Team Spirit,11,6,13,5,45,0.846154,63.15789,77.684212,0.578947,0.684211,0.947368,1,-1,0,0,0,0,0,0,1476,204,18,6,5,7,6,5,1,2,1,0,0,5,3,6,6,5,5,1,1,3,0,0,6,1,1,0,0,0.93834,0.864096,CSGO-UBOun-96SYT-i838F-PM2Ek-wHSZQ,0,0,1ab055992fa6adf5
Spinx,76561198063336407,45,MOUZ,20,3,13,10,50,1.538462,75.0,88.166664,0.833333,0.541667,1.541667,3,-1,0,0,0,0,0,0,2116,333,37,3,5,9,6,6,1,1,0,0,0,2,4,9,6,6,3,3,2,3,0,0,10,3,0,1,0,1.33516,1.28862,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,73d5c08c045186c6
Wicadia,76561198812513923,37,Eternal Fire,16,4,19,13,81,0.842105,58.333332,77.375,0.666667,0.791667,6.0,2,-1,0,0,0,0,0,0,1857,263,144,4,6,10,7,7,2,2,1,1,1,2,4,9,6,6,3,0,3,5,0,0,6,1,0,2,0,0.90583,1.041584,CSGO-WCiYY-mvCxb-5dL4C-wXouB-4bRVP,2,0,73d5c08c045186c6
XANTARES,76561198044118796,23,Eternal Fire,10,1,17,7,70,0.588235,54.166668,51.25,0.416667,0.708333,0.5,0,-1,0,0,0,0,0,0,1230,220,12,4,6,10,7,7,1,1,0,0,0,3,5,10,7,7,4,4,2,3,0,1,8,1,0,0,0,0.607685,0.610833,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,3,0,73d5c08c045186c6
jottAAA,76561198410750263,36,Eternal Fire,11,5,18,3,27,0.611111,62.5,61.25,0.458333,0.75,0.041667,1,-1,0,0,0,2,1,0,1470,257,1,4,6,10,7,7,1,1,0,0,0,3,5,10,7,7,3,1,4,4,0,0,7,2,0,0,0,0.730932,0.635737,CSGO-j6O9K-RxRGZ-TeN8w-aduaP-TA7yD,1,0,73d5c08c045186c6
Jimpphat,76561198855375325,31,MOUZ,10,5,14,4,40,0.714286,75.0,53.625,0.416667,0.583333,3.416667,2,-1,0,0,0,1,0,0,1287,231,82,4,6,10,7,7,1,1,0,0,0,3,5,10,7,7,0,4,1,3,0,2,5,1,1,0,0,0.850585,0.785572,CSGO-LdXHk-hatWX-JjEa8-tuLDN-5tbJD,3,0,73d5c08c045186c6
woxic,76561198083485506,56,Eternal Fire,21,4,15,9,42,1.4,79.166672,79.916664,0.875,0.625,2.708333,6,-1,0,0,0,2,0,0,1918,254,65,6,8,12,9,9,1,1,0,0,0,5,7,12,9,9,4,2,3,2,0,1,10,2,1,1,0,1.334934,1.303616,CSGO-hVyt6-6w7hL-hQyc6-xReeD-3sNkO,0,0,73d5c08c045186c6
MAJ3R,76561197967432889,37,Eternal Fire,11,5,15,9,81,0.733333,75.0,59.541668,0.458333,0.625,4.333333,2,-1,0,0,0,2,0,0,1429,255,104,6,8,12,9,9,1,1,0,0,0,5,7,12,9,9,2,1,2,1,0,0,9,1,0,0,0,0.883328,0.7138,CSGO-sueKV-WM8YR-HZ9MS-N7k4K-8MeFO,4,0,73d5c08c045186c6
xertioN,76561198193174134,33,MOUZ,14,6,19,7,50,0.736842,50.0,59.666668,0.583333,0.791667,2.041667,3,-1,0,0,0,0,0,0,1432,175,49,4,6,10,7,7,1,1,0,0,0,3,5,10,7,7,3,5,1,2,0,0,4,5,0,0,0,0.724604,0.778605,CSGO-cFkWX-schKX-eZGKb-dMXSu-wzUrC,4,0,73d5c08c045186c6
Brollan,76561198138828475,48,MOUZ,17,10,13,12,70,1.307692,75.0,87.791664,0.708333,0.541667,5.125,2,-1,0,0,0,3,0,0,2107,354,123,3,5,9,6,6,1,1,0,0,0,2,4,9,6,6,1,2,3,3,0,1,11,3,0,0,0,1.254975,1.039167,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,73d5c08c045186c6
torzsi,76561198355739212,60,MOUZ,23,2,10,7,30,2.3,75.0,91.208336,0.958333,0.416667,3.125,3,-1,0,0,0,4,0,0,2189,168,75,6,8,12,9,9,2,2,1,1,1,4,6,11,8,8,1,2,4,1,0,1,11,4,0,1,0,1.515397,1.519457,CSGO-di4ov-bH2Go-Y3GG9-9DwGx-EmbcP,0,0,73d5c08c045186c6
Jimpphat,76561198855375325,56,MOUZ,19,6,14,9,47,1.357143,78.260872,89.391304,0.826087,0.608696,3.869565,4,-1,0,0,0,3,0,0,2056,359,89,5,8,9,7,4,2,1,0,0,0,3,7,9,7,4,3,1,3,3,0,0,8,4,1,0,0,1.334436,1.186763,CSGO-LdXHk-hatWX-JjEa8-tuLDN-5tbJD,4,0,1223521aaa5d5286
XANTARES,76561198044118796,34,Eternal Fire,14,2,16,6,42,0.875,56.521736,62.391304,0.608696,0.695652,3.130435,3,-1,0,0,0,1,0,0,1435,260,72,5,8,9,7,4,2,1,0,0,0,3,7,9,7,4,0,5,4,5,0,1,4,5,0,0,0,0.837776,0.883575,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,3,0,1223521aaa5d5286
jottAAA,76561198410750263,46,Eternal Fire,18,5,15,7,38,1.2,82.608696,77.869568,0.782609,0.652174,2.0,3,-1,0,0,0,2,0,0,1791,204,46,5,8,9,7,4,2,1,0,0,0,3,7,9,7,4,1,3,6,4,0,1,8,3,0,1,0,1.264225,1.165318,CSGO-j6O9K-RxRGZ-TeN8w-aduaP-TA7yD,2,0,1223521aaa5d5286
MAJ3R,76561197967432889,33,Eternal Fire,10,10,17,2,20,0.588235,69.565216,64.695656,0.434783,0.73913,2.347826,0,-1,0,0,0,2,0,0,1488,229,54,4,7,8,6,3,2,1,0,0,0,2,6,8,6,3,0,3,3,1,0,0,8,1,0,0,0,0.801531,0.601832,CSGO-dB2kZ-vRqYD-jr9OB-hqiVw-HvD7K,4,0,1223521aaa5d5286
Brollan,76561198138828475,23,MOUZ,8,8,15,5,62,0.533333,69.565216,51.826088,0.347826,0.652174,8.217391,1,-1,0,0,0,1,0,0,1192,258,189,4,7,8,6,3,2,1,0,0,0,2,6,8,6,3,1,1,1,4,0,1,4,2,0,0,0,0.722865,0.625518,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,1223521aaa5d5286
torzsi,76561198355739212,46,MOUZ,17,9,13,5,29,1.307692,78.260872,81.478264,0.73913,0.565217,3.043478,5,-1,0,0,0,2,0,0,1874,144,70,6,9,10,8,5,3,2,1,1,1,3,7,9,7,4,4,0,1,0,0,0,8,3,1,0,0,1.270119,1.124449,CSGO-di4ov-bH2Go-Y3GG9-9DwGx-EmbcP,0,0,1223521aaa5d5286
woxic,76561198083485506,41,Eternal Fire,16,5,14,6,37,1.142857,82.608696,84.565216,0.695652,0.608696,1.652174,0,-1,0,0,0,1,0,0,1945,179,38,9,12,13,11,8,3,2,1,1,1,6,10,12,10,7,3,1,3,4,0,0,10,3,0,0,0,1.233661,0.976904,CSGO-hVyt6-6w7hL-hQyc6-xReeD-3sNkO,0,0,1223521aaa5d5286
Spinx,76561198063336407,43,MOUZ,16,5,16,7,43,1.0,73.91304,69.739128,0.695652,0.695652,2.478261,3,-1,0,0,0,1,1,0,1604,348,57,8,11,12,10,7,3,2,1,1,1,5,9,11,9,6,3,1,2,2,0,1,10,3,0,0,0,1.0764,0.905787,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,1223521aaa5d5286
xertioN,76561198193174134,47,MOUZ,19,7,17,11,57,1.117647,69.565216,86.173912,0.826087,0.73913,1.782609,0,-1,0,0,0,0,0,0,1982,280,41,3,6,7,5,2,2,1,0,0,0,1,5,7,5,2,5,4,3,2,0,0,8,2,1,1,0,1.195485,1.180967,CSGO-cFkWX-schKX-eZGKb-dMXSu-wzUrC,3,0,1223521aaa5d5286
Wicadia,76561198812513923,48,Eternal Fire,17,4,17,11,64,1.0,60.869564,87.91304,0.73913,0.73913,0.652174,4,-1,0,0,0,3,0,0,2022,256,15,4,7,8,6,3,2,1,0,0,0,2,6,8,6,3,3,4,1,4,0,2,7,3,0,1,0,1.049418,1.057875,CSGO-WCiYY-mvCxb-5dL4C-wXouB-4bRVP,1,0,1223521aaa5d5286
donk,76561198386265483,38,Team Spirit,16,4,10,8,50,1.6,94.736847,91.105263,0.842105,0.526316,0.473684,3,-1,0,0,0,0,1,0,1731,289,9,2,3,6,3,2,1,1,0,0,0,1,2,6,3,2,1,2,1,2,0,0,10,3,0,0,0,1.512926,1.182568,CSGO-Cr7BJ-7CbBi-yx2oQ-Jy32v-7cG4C,2,0,be1a4009167883ac
apEX,76561197989744167,36,Vitality,12,5,15,9,75,0.8,52.63158,60.0,0.631579,0.789474,2.631579,1,-1,0,0,0,1,0,0,1140,219,50,4,5,8,5,4,2,2,1,1,1,2,3,7,4,3,2,1,6,2,0,0,7,1,1,0,0,0.789061,0.82198,CSGO-6fpYC-NBRGB-GH5TR-XHd6W-HVGOP,2,0,be1a4009167883ac
sh1ro,76561198081484775,33,Team Spirit,12,4,11,4,33,1.090909,78.947372,78.631577,0.631579,0.578947,1.105263,1,-1,0,0,0,2,0,0,1494,115,21,3,4,7,4,3,1,1,0,0,0,2,3,7,4,3,2,1,3,2,0,0,10,1,0,0,0,1.147734,0.90257,CSGO-aJhWn-SWPv9-C6cNd-ihJqN-edK5O,1,0,be1a4009167883ac
flameZ,76561197978835160,48,Vitality,16,5,13,12,75,1.230769,78.947372,87.526314,0.842105,0.684211,4.473684,1,-1,0,0,0,3,0,0,1663,328,85,3,4,7,4,3,1,1,0,0,0,2,3,7,4,3,4,2,3,7,0,0,9,2,1,0,0,1.307311,1.114493,CSGO-6GTQz-fG2FY-HwPO8-TbT3i-vfrVQ,0,0,be1a4009167883ac
zont1x,76561198995880877,20,Team Spirit,10,3,12,5,50,0.833333,63.15789,61.315788,0.526316,0.631579,18.68421,2,-1,0,0,0,0,0,0,1165,192,355,3,4,7,4,3,1,1,0,0,0,2,3,7,4,3,2,4,0,1,0,1,3,2,1,0,0,0.852787,0.893697,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,4,0,be1a4009167883ac
ZywOo,76561198113666193,47,Vitality,15,3,11,5,33,1.363636,73.684212,76.736839,0.789474,0.578947,0.052632,4,-1,0,0,0,3,0,0,1458,171,1,3,4,7,4,3,1,1,0,0,0,2,3,7,4,3,5,0,7,2,0,0,6,3,1,0,0,1.23448,1.187139,CSGO-QBm2i-22Y3a-X8N8C-9GAPZ-pzJzN,1,0,be1a4009167883ac
mezii,76561197973140692,39,Vitality,10,6,11,9,90,0.909091,78.947372,67.894737,0.526316,0.578947,8.052631,4,-1,0,0,0,1,2,0,1290,212,153,3,4,7,4,3,1,1,0,0,0,2,3,7,4,3,0,1,2,6,0,1,1,3,1,0,0,1.03288,0.967272,CSGO-uTWB4-XST62-KfumV-kEQ2S-F99zP,4,0,be1a4009167883ac
ropz,76561197991272318,25,Vitality,4,7,11,3,75,0.363636,68.421051,30.105263,0.210526,0.578947,8.052631,3,-1,0,0,0,2,1,0,572,117,153,5,6,9,6,5,2,2,1,1,1,3,4,8,5,4,2,2,1,2,0,1,4,0,0,0,0,0.567407,0.520253,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,4,0,be1a4009167883ac
magixx,76561199063238565,20,Team Spirit,8,3,9,5,62,0.888889,94.736847,63.842106,0.421053,0.473684,3.421053,0,-1,0,0,0,0,0,0,1213,221,65,5,6,9,6,5,1,1,0,0,0,4,5,9,6,5,0,0,1,2,0,0,6,1,0,0,0,1.084556,0.812766,CSGO-qcYpv-LNuh9-r3A8S-4VRda-6DR7B,3,0,be1a4009167883ac
chopper,76561198045898864,35,Team Spirit,15,1,15,8,53,1.0,52.63158,64.789474,0.789474,0.789474,2.789474,0,-1,0,0,0,2,0,0,1231,199,53,5,6,9,6,5,1,1,0,0,0,4,5,9,6,5,1,6,3,2,0,0,6,3,1,0,0,0.919888,1.01496,CSGO-UBOun-96SYT-i838F-PM2Ek-wHSZQ,0,0,be1a4009167883ac
sh1ro,76561198081484775,36,Team Spirit,14,3,10,4,28,1.4,83.333328,72.0,0.777778,0.555556,1.277778,3,-1,0,0,0,1,1,0,1296,118,23,3,8,5,6,3,2,3,1,1,1,1,5,4,5,2,1,2,4,1,0,0,4,2,2,0,0,1.292991,1.271126,CSGO-aJhWn-SWPv9-C6cNd-ihJqN-edK5O,1,0,bf44fe4cddfa082f
flameZ,76561197978835160,20,Vitality,9,2,16,5,55,0.5625,61.111111,53.5,0.5,0.888889,0.055556,1,-1,0,0,0,0,0,0,963,149,1,3,8,5,6,3,1,2,0,0,0,2,6,5,6,3,1,4,3,3,0,1,5,2,0,0,0,0.648308,0.573072,CSGO-6GTQz-fG2FY-HwPO8-TbT3i-vfrVQ,0,0,bf44fe4cddfa082f
apEX,76561197989744167,29,Vitality,11,1,16,8,72,0.6875,44.444447,62.833332,0.611111,0.888889,1.555556,2,-1,0,0,0,2,0,0,1131,160,28,5,10,7,8,5,3,4,2,2,2,2,6,5,6,3,2,3,4,0,0,0,4,2,1,0,0,0.64701,0.762582,CSGO-6fpYC-NBRGB-GH5TR-XHd6W-HVGOP,3,0,bf44fe4cddfa082f
chopper,76561198045898864,39,Team Spirit,17,6,9,5,29,1.888889,88.888893,95.111115,0.944444,0.5,2.5,3,-1,0,0,0,0,0,0,1712,301,45,3,8,5,6,3,1,2,0,0,0,2,6,5,6,3,2,0,4,3,0,0,7,3,0,1,0,1.597768,1.488037,CSGO-UBOun-96SYT-i838F-PM2Ek-wHSZQ,0,0,bf44fe4cddfa082f
mezii,76561197973140692,11,Vitality,4,3,16,2,50,0.25,50.0,38.5,0.222222,0.888889,0.055556,0,-1,0,0,0,0,0,0,693,139,1,7,12,9,10,7,1,2,0,0,0,6,10,9,10,7,1,0,0,1,0,0,4,0,0,0,0,0.284638,0.276538,CSGO-uTWB4-XST62-KfumV-kEQ2S-F99zP,4,0,bf44fe4cddfa082f
ropz,76561197991272318,25,Vitality,10,5,14,8,80,0.714286,66.666672,65.388885,0.555556,0.777778,11.777778,2,-1,0,0,0,1,0,0,1177,295,212,5,10,7,8,5,1,2,0,0,0,4,8,7,8,5,0,4,2,4,0,2,4,3,0,0,0,0.850741,0.742587,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,1,0,bf44fe4cddfa082f
zont1x,76561198995880877,27,Team Spirit,12,3,10,3,25,1.2,83.333328,75.888885,0.666667,0.555556,1.5,2,-1,0,0,0,0,0,0,1366,290,27,2,7,4,5,2,1,2,0,0,0,1,5,4,5,2,3,0,1,3,0,0,7,1,1,0,0,1.209398,1.04939,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,4,0,bf44fe4cddfa082f
magixx,76561199063238565,38,Team Spirit,16,3,9,7,43,1.777778,94.444443,89.611115,0.888889,0.5,1.444444,2,-1,0,0,0,0,1,0,1613,280,26,4,9,6,7,4,1,2,0,0,0,3,7,6,7,4,4,2,1,3,0,1,9,2,1,0,0,1.556101,1.312718,CSGO-9vKLy-OAOok-Yrj2D-6t3oQ-7T8SA,3,0,bf44fe4cddfa082f
ZywOo,76561198113666193,29,Vitality,12,1,16,8,66,0.75,66.666672,72.611115,0.666667,0.888889,0.555556,0,-1,0,0,0,2,0,0,1307,233,10,5,10,7,8,5,1,2,0,0,0,4,8,7,8,5,2,1,3,4,0,1,6,3,0,0,0,0.88854,0.744547,CSGO-QBm2i-22Y3a-X8N8C-9GAPZ-pzJzN,2,0,bf44fe4cddfa082f
donk,76561198386265483,47,Team Spirit,19,4,8,13,68,2.375,94.444443,111.555557,1.055556,0.444444,7.5,3,-1,0,0,0,2,0,0,2008,226,135,3,8,5,6,3,1,2,0,0,0,2,6,5,6,3,2,2,4,5,0,1,7,1,2,1,0,1.805519,1.75521,CSGO-Cr7BJ-7CbBi-yx2oQ-Jy32v-7cG4C,2,0,bf44fe4cddfa082f
flameZ,76561197978835160,34,Team Spirit,13,3,17,8,61,0.764706,70.833328,68.791664,0.541667,0.708333,1.125,3,-1,0,0,0,1,0,0,1651,275,27,4,6,9,4,1,2,1,1,0,0,2,5,8,4,1,3,3,1,4,0,1,5,4,0,0,0,0.901829,0.787778,CSGO-6GTQz-fG2FY-HwPO8-TbT3i-vfrVQ,2,0,eb46e86a0c8ef344
mezii,76561197973140692,28,Team Spirit,10,4,14,4,40,0.714286,79.166672,53.166668,0.416667,0.583333,3.166667,0,-1,0,0,0,1,1,0,1276,233,76,5,7,10,5,2,2,1,1,0,0,3,6,9,5,2,0,4,2,5,0,1,7,0,1,0,0,0.875384,0.761403,CSGO-uTWB4-XST62-KfumV-kEQ2S-F99zP,3,0,eb46e86a0c8ef344
zont1x,76561198995880877,37,Vitality,15,4,17,5,33,0.882353,58.333332,62.625,0.625,0.708333,4.583333,1,-1,0,0,0,1,0,0,1503,257,110,4,6,9,4,1,2,1,1,0,0,2,5,8,4,1,2,5,5,2,0,1,7,2,0,1,0,0.867025,0.95408,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,4,0,eb46e86a0c8ef344
magixx,76561199063238565,31,Vitality,11,5,15,6,54,0.733333,70.833328,61.541668,0.458333,0.625,3.041667,2,-1,0,0,0,2,0,0,1477,321,73,6,8,11,6,3,2,1,1,0,0,4,7,10,6,3,0,1,3,5,0,1,5,3,0,0,0,0.859311,0.762138,CSGO-9vKLy-OAOok-Yrj2D-6t3oQ-7T8SA,1,0,eb46e86a0c8ef344
ZywOo,76561198113666193,65,Team Spirit,26,6,14,5,19,1.857143,83.333328,102.458336,1.083333,0.583333,4.208333,6,-1,0,0,0,2,1,0,2459,232,101,11,13,16,11,8,4,3,3,2,2,7,10,13,9,6,4,0,8,3,0,0,7,5,3,0,0,1.64806,1.584263,CSGO-QBm2i-22Y3a-X8N8C-9GAPZ-pzJzN,0,0,eb46e86a0c8ef344
sh1ro,76561198081484775,51,Vitality,22,3,14,9,40,1.571429,83.333328,94.541664,0.916667,0.583333,2.25,4,-1,0,0,0,2,1,0,2269,230,54,9,11,14,9,6,3,2,2,1,1,6,9,12,8,5,4,0,5,5,0,0,8,5,0,1,0,1.466218,1.372506,CSGO-aJhWn-SWPv9-C6cNd-ihJqN-edK5O,3,0,eb46e86a0c8ef344
chopper,76561198045898864,22,Vitality,9,5,19,5,55,0.473684,62.5,49.291668,0.375,0.791667,0.125,0,-1,0,0,0,0,0,0,1183,227,3,7,9,12,7,4,2,1,1,0,0,5,8,11,7,4,2,4,1,7,0,1,3,3,0,0,0,0.598433,0.556205,CSGO-UBOun-96SYT-i838F-PM2Ek-wHSZQ,0,0,eb46e86a0c8ef344
donk,76561198386265483,52,Vitality,22,7,18,10,45,1.222222,79.166672,97.5,0.916667,0.75,1.25,3,-1,0,0,0,1,0,0,2340,338,30,6,8,11,6,3,2,1,1,0,0,4,7,10,6,3,2,4,8,4,0,1,8,4,2,0,0,1.373055,1.212028,CSGO-Cr7BJ-7CbBi-yx2oQ-Jy32v-7cG4C,2,0,eb46e86a0c8ef344
apEX,76561197989744167,39,Team Spirit,15,4,20,10,66,0.75,79.166672,74.083336,0.625,0.833333,0.625,3,-1,0,0,0,2,0,0,1778,205,15,6,8,11,6,3,2,1,1,0,0,4,7,10,6,3,6,3,2,7,0,1,10,1,1,0,0,0.989162,0.755171,CSGO-6fpYC-NBRGB-GH5TR-XHd6W-HVGOP,1,0,eb46e86a0c8ef344
ropz,76561197991272318,50,Team Spirit,19,5,14,11,57,1.357143,91.666672,73.958336,0.791667,0.583333,2.416667,1,-1,0,0,0,1,0,0,1775,276,58,6,8,11,6,3,3,2,2,1,1,3,6,9,5,2,1,0,4,3,0,0,12,2,1,0,0,1.361444,1.123053,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,4,0,eb46e86a0c8ef344
mezii,76561197973140692,26,Vitality,7,4,6,6,85,1.166667,92.307693,42.692307,0.538462,0.461538,13.0,2,-1,0,0,0,2,0,0,555,62,169,4,4,1,1,2,1,3,0,0,0,3,1,1,1,2,0,3,3,3,0,2,4,0,1,0,0,1.122021,1.024125,CSGO-uTWB4-XST62-KfumV-kEQ2S-F99zP,1,0,55c390b698a4903d
torzsi,76561198355739212,9,MOUZ,4,1,9,3,75,0.444444,61.538464,45.692307,0.307692,0.692308,5.846154,0,-1,0,0,0,0,0,0,594,117,76,6,6,3,3,4,1,3,0,0,0,5,3,3,3,4,3,1,1,0,0,0,2,1,0,0,0,0.561576,0.553343,CSGO-di4ov-bH2Go-Y3GG9-9DwGx-EmbcP,0,0,55c390b698a4903d
Jimpphat,76561198855375325,10,MOUZ,4,3,10,2,50,0.4,69.230774,44.23077,0.307692,0.769231,4.384615,0,-1,0,0,0,0,0,0,575,114,57,5,5,2,2,3,1,3,0,0,0,4,2,2,2,3,0,1,0,4,0,1,4,0,0,0,0,0.587388,0.445811,CSGO-LdXHk-hatWX-JjEa8-tuLDN-5tbJD,3,0,55c390b698a4903d
ZywOo,76561198113666193,44,Vitality,13,4,2,10,76,6.5,100.0,100.07692,1.0,0.153846,10.538462,5,-1,0,0,0,4,0,0,1301,172,137,6,6,3,3,4,3,5,2,2,2,3,1,1,1,2,2,1,3,2,0,1,4,1,1,1,0,1.924699,1.973727,CSGO-QBm2i-22Y3a-X8N8C-9GAPZ-pzJzN,0,0,55c390b698a4903d
xertioN,76561198193174134,10,MOUZ,5,3,12,3,60,0.416667,61.538464,58.53846,0.384615,0.923077,16.615385,0,-1,0,0,0,0,0,0,761,300,216,5,5,2,2,3,1,3,0,0,0,4,2,2,2,3,3,3,0,2,0,0,5,0,0,0,0,0.561521,0.384256,CSGO-cFkWX-schKX-eZGKb-dMXSu-wzUrC,4,0,55c390b698a4903d
Brollan,76561198138828475,16,MOUZ,8,2,12,5,62,0.666667,53.846157,65.384613,0.615385,0.923077,16.615385,0,-1,0,0,0,0,0,0,850,254,216,7,7,4,4,5,1,3,0,0,0,6,4,4,4,5,0,1,4,0,0,0,4,2,0,0,0,0.719074,0.666304,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,55c390b698a4903d
flameZ,76561197978835160,40,Vitality,14,4,6,8,57,2.333333,92.307693,115.307693,1.076923,0.461538,3.461539,2,-1,0,0,0,2,0,0,1499,132,45,4,4,1,1,2,1,3,0,0,0,3,1,1,1,2,1,0,4,4,0,0,8,1,0,1,0,1.819802,1.652489,CSGO-6GTQz-fG2FY-HwPO8-TbT3i-vfrVQ,3,0,55c390b698a4903d
apEX,76561197989744167,22,Vitality,6,9,7,3,50,0.857143,92.307693,76.307693,0.461538,0.538462,14.846154,1,-1,0,0,0,1,0,0,992,129,193,5,5,2,2,3,2,4,1,1,1,3,1,1,1,2,2,2,0,7,0,2,2,2,0,0,0,1.160427,0.852324,CSGO-6fpYC-NBRGB-GH5TR-XHd6W-HVGOP,2,0,55c390b698a4903d
ropz,76561197991272318,34,Vitality,12,1,4,8,66,3.0,92.307693,75.0,0.923077,0.307692,0.0,3,-1,0,0,0,1,0,0,975,69,0,5,5,2,2,3,2,4,1,1,1,3,1,1,1,2,1,1,4,0,0,0,5,2,1,0,0,1.616837,1.560534,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,4,0,55c390b698a4903d
Spinx,76561198063336407,10,MOUZ,4,2,9,1,25,0.444444,69.230774,64.846153,0.307692,0.692308,8.153846,0,-1,0,0,0,0,0,0,843,216,106,5,5,2,2,3,1,3,0,0,0,4,2,2,2,3,1,0,1,0,0,0,2,1,0,0,0,0.686686,0.553343,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,55c390b698a4903d
ropz,76561197991272318,42,Vitality,16,5,14,9,56,1.142857,79.166672,79.0,0.666667,0.583333,4.0,0,-1,0,0,0,0,0,0,1896,271,96,7,7,14,13,8,3,1,1,1,1,4,6,13,12,7,3,2,3,3,0,1,7,3,1,0,0,1.178285,1.042785,CSGO-nCfX7-54ue9-aC5eV-6Womf-Q6izO,1,0,33dbf3f93bf4615e
